Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
UNP,LONG,2008-02-01,27.53,1380,No-Exit,0.0,0.0,2008-02-01,27.97,603.98,2008-02-05,26.84,-952.20,603.98,[]
GOOGL,LONG,2008-04-02,234.95,161,No-Exit,0.0,0.0,2008-04-02,235.95,161.00,2008-04-03,228.36,-1060.99,161.00,[]
NFLX,LONG,2008-04-17,39.31,947,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-22,33.69,-5322.14,-5322.14,[]
GD,LONG,2008-07-24,76.01,463,2008-07-24,73.35,-1231.58,No-Exit,0.0,0.0,2008-08-01,75.36,-300.95,-1231.58,['UNP']
UNP,LONG,2008-07-24,34.54,617,No-Exit,0.0,0.0,2008-07-29,35.42,543.58,2008-08-07,35.72,731.11,543.58,[]
UNP,LONG,2008-08-29,37.23,950,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-09-02,36.28,-902.50,-902.50,[]
AAPL,SHORT,2008-09-05,21.45,1612,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-09-08,22.26,-1304.04,-1304.04,[]
IWM,SHORT,2008-09-16,63.30,539,2008-09-16,66.06,-1487.00,No-Exit,0.0,0.0,2008-09-18,66.57,-1761.89,-1487.00,[]
IWM,SHORT,2009-01-15,42.03,805,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-01-16,43.95,-1543.40,-1543.40,['UNP']
UNP,SHORT,2009-01-15,18.21,1115,No-Exit,0.0,0.0,2009-01-15,17.32,990.79,2009-01-22,19.34,-1259.95,990.79,[]
AMZN,LONG,2009-03-12,69.57,471,No-Exit,0.0,0.0,2009-03-17,71.57,942.00,2009-03-20,69.80,108.33,942.00,['AAPL']
AAPL,LONG,2009-03-18,13.52,1506,No-Exit,0.0,0.0,2009-03-18,13.79,407.46,2009-03-30,14.14,937.15,407.46,[]
NFLX,LONG,2009-04-13,47.19,703,No-Exit,0.0,0.0,2009-04-13,49.19,1406.00,2009-04-15,47.30,77.33,1406.00,[]
AMZN,LONG,2009-06-02,85.00,390,No-Exit,0.0,0.0,2009-06-05,87.00,780.00,2009-06-11,86.29,503.10,780.00,[]
MA,LONG,2009-07-16,16.99,1967,No-Exit,0.0,0.0,2009-07-16,17.19,386.65,2009-07-22,17.59,1187.33,386.65,[]
FDX,LONG,2009-10-15,78.26,432,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-22,77.01,-540.00,-540.00,[]
AAPL,LONG,2009-12-28,28.64,1187,No-Exit,0.0,0.0,2009-12-28,28.91,321.15,2010-01-06,28.92,331.30,321.15,[]
GD,LONG,2010-02-19,63.63,531,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-25,63.03,-318.60,-318.60,[]
WHR,SHORT,2010-05-21,82.95,404,2010-05-21,85.79,-1148.20,No-Exit,0.0,0.0,2010-05-24,87.99,-2038.03,-1148.20,[]
GOOGL,SHORT,2010-08-20,233.53,140,No-Exit,0.0,0.0,2010-08-20,232.53,140.00,2010-09-01,227.49,845.60,140.00,[]
AMZN,LONG,2010-09-02,132.80,250,No-Exit,0.0,0.0,2010-09-02,134.80,500.00,2010-09-20,147.82,3755.00,500.00,['AAPL']
AAPL,LONG,2010-09-09,35.85,577,No-Exit,0.0,0.0,2010-09-13,36.12,156.11,2010-09-22,38.24,1379.23,156.11,['GOOGL']
GOOGL,LONG,2010-09-20,246.25,51,No-Exit,0.0,0.0,2010-09-20,247.25,51.00,2010-09-28,264.11,910.86,51.00,[]
AMZN,LONG,2010-11-26,178.09,199,No-Exit,0.0,0.0,2010-11-29,180.09,398.00,2010-12-02,176.05,-405.96,398.00,[]
AAPL,LONG,2011-01-04,44.97,791,No-Exit,0.0,0.0,2011-01-06,45.24,214.01,2011-01-14,46.61,1296.00,214.01,[]
MA,LONG,2011-01-18,23.40,1532,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-20,23.06,-515.35,-515.35,[]
WHR,LONG,2011-01-28,83.40,427,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-31,80.47,-1251.11,-1251.11,[]
MA,LONG,2011-02-04,24.36,1444,No-Exit,0.0,0.0,2011-02-04,24.56,284.96,2011-02-09,24.52,236.76,284.96,[]
NFLX,LONG,2011-03-24,231.98,153,No-Exit,0.0,0.0,2011-03-28,233.98,306.00,2011-03-31,237.28,810.90,306.00,[]
GOOGL,SHORT,2011-05-17,257.71,137,2011-05-17,261.18,-474.71,No-Exit,0.0,0.0,2011-05-19,266.37,-1185.05,-474.71,[]
GOOGL,LONG,2011-07-06,267.06,81,No-Exit,0.0,0.0,2011-07-06,268.06,81.00,2011-07-08,264.44,-212.22,81.00,['AMZN']
AMZN,LONG,2011-06-28,202.78,173,No-Exit,0.0,0.0,2011-06-29,204.78,346.00,2011-07-12,211.93,1582.95,346.00,[]
AMZN,LONG,2011-09-01,216.37,164,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-02,208.94,-1218.52,-1218.52,[]
GD,SHORT,2011-09-22,51.33,269,No-Exit,0.0,0.0,2011-09-23,49.50,492.42,2011-09-27,52.71,-371.78,492.42,['UNP', 'VIAB', 'VRX']
UNP,SHORT,2011-09-22,37.89,755,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-27,40.08,-1655.92,-1655.92,['VIAB', 'VRX']
VRX,SHORT,2011-09-22,35.85,630,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-27,39.71,-2431.80,-2431.80,['VIAB']
VIAB,SHORT,2011-09-23,38.18,826,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-28,39.31,-931.63,-931.63,[]
MA,LONG,2011-12-02,37.92,544,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-05,37.22,-379.81,-379.81,['V']
V,LONG,2011-12-01,95.01,348,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-06,93.57,-501.12,-501.12,[]
NFLX,LONG,2012-01-05,81.17,404,No-Exit,0.0,0.0,2012-01-06,83.17,808.00,2012-01-18,93.18,4852.04,808.00,[]
V,LONG,2012-02-03,104.35,332,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-02-08,105.31,317.93,317.93,[]
NFLX,LONG,2012-03-22,121.09,287,No-Exit,0.0,0.0,2012-03-22,123.09,574.00,2012-03-23,117.37,-1067.64,574.00,[]
UNH,LONG,2012-03-30,56.02,613,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-04-05,56.25,140.99,140.99,[]
AAPL,SHORT,2012-04-17,78.20,440,2012-04-17,80.50,-1012.00,2012-04-17,77.93,119.04,2012-04-18,83.02,-2121.83,-1012.00,[]
AMZN,LONG,2012-06-19,223.96,150,No-Exit,0.0,0.0,2012-06-21,225.96,300.00,2012-06-22,219.97,-598.50,300.00,[]
AMZN,LONG,2012-08-27,247.07,135,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-08-28,243.03,-545.40,-545.40,[]
MA,LONG,2012-09-07,42.86,774,No-Exit,0.0,0.0,2012-09-07,43.05,153.25,2012-09-20,44.31,1121.81,153.25,['V']
V,LONG,2012-09-12,130.32,157,No-Exit,0.0,0.0,2012-09-13,132.29,308.51,2012-09-24,131.77,227.11,308.51,[]
FDX,SHORT,2012-11-15,85.72,393,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-11-20,86.36,-251.92,-251.92,[]
WHR,LONG,2013-01-03,103.50,324,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2013-01-07,101.65,-599.40,-599.40,[]
NFLX,LONG,2013-01-14,102.12,202,No-Exit,0.0,0.0,2013-01-14,104.12,404.00,2013-01-16,99.22,-585.80,404.00,['CF']
CF,LONG,2013-01-10,209.52,159,No-Exit,0.0,0.0,2013-01-10,211.46,308.39,2013-01-18,210.22,111.30,308.39,[]
UNP,LONG,2013-02-28,66.50,499,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2013-03-01,65.99,-255.04,-255.04,[]
NFLX,LONG,2013-03-27,192.84,171,No-Exit,0.0,0.0,2013-03-27,194.84,342.00,2013-04-01,187.31,-945.63,342.00,[]
AMZN,LONG,2013-06-10,278.69,117,No-Exit,0.0,0.0,2013-06-10,280.69,234.00,2013-06-12,274.15,-531.18,234.00,[]
WHR,SHORT,2013-06-21,115.79,280,No-Exit,0.0,0.0,2013-06-21,113.84,544.65,2013-06-26,111.70,1144.48,544.65,[]
AGN,LONG,2013-07-26,130.01,253,No-Exit,0.0,0.0,2013-07-26,132.01,506.00,2013-08-07,135.12,1292.83,506.00,[]
NFLX,LONG,2013-08-21,273.74,122,2013-08-21,268.11,-686.86,No-Exit,0.0,0.0,2013-08-22,269.75,-486.78,-686.86,[]
MA,LONG,2013-09-10,63.97,522,No-Exit,0.0,0.0,2013-09-10,64.17,103.70,2013-09-23,68.05,2130.96,103.70,[]
AAPL,LONG,2013-11-27,75.04,454,No-Exit,0.0,0.0,2013-11-27,75.32,127.05,2013-12-11,78.77,1693.42,127.05,[]
