Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
UNP,LONG,2007-09-19,25.58,3737,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-09-20,24.70,-3291.65,-3291.65,[]
NFLX,LONG,2008-04-17,39.31,2337,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-22,33.69,-13133.94,-13133.94,[]
FDX,LONG,2008-05-02,95.21,834,2008-05-02,92.76,-2046.55,No-Exit,0.0,0.0,2008-05-05,92.14,-2562.34,-2046.55,[]
GD,LONG,2008-07-24,76.01,1012,2008-07-24,73.35,-2691.92,No-Exit,0.0,0.0,2008-08-01,75.36,-657.80,-2691.92,[]
AAPL,LONG,2008-08-13,24.11,3166,No-Exit,0.0,0.0,2008-08-14,24.38,856.58,2008-08-18,23.62,-1551.34,856.58,[]
ALL,SHORT,2008-11-20,16.36,4575,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-11-24,19.41,-13953.75,-13953.75,[]
IWM,SHORT,2009-01-15,42.03,1465,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-01-16,43.95,-2808.79,-2808.79,[]
AMZN,LONG,2009-03-12,69.57,847,No-Exit,0.0,0.0,2009-03-17,71.57,1694.00,2009-03-20,69.80,194.81,1694.00,['AAPL']
AAPL,LONG,2009-03-18,13.52,219,No-Exit,0.0,0.0,2009-03-18,13.79,59.25,2009-03-30,14.14,136.28,59.25,[]
NFLX,LONG,2009-04-13,47.19,1255,No-Exit,0.0,0.0,2009-04-13,49.19,2510.00,2009-04-15,47.30,138.05,2510.00,[]
MA,LONG,2009-07-16,16.99,3495,No-Exit,0.0,0.0,2009-07-16,17.19,687.00,2009-07-22,17.59,2109.67,687.00,[]
FDX,LONG,2009-10-15,78.26,784,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-22,77.01,-980.00,-980.00,[]
GD,LONG,2010-02-19,63.63,950,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-25,63.03,-570.00,-570.00,[]
MA,LONG,2010-03-08,23.62,2536,No-Exit,0.0,0.0,2010-03-08,23.82,499.14,2010-03-16,24.55,2358.48,499.14,[]
GOOGL,LONG,2010-04-14,295.03,211,No-Exit,0.0,0.0,2010-04-14,296.03,211.00,2010-04-16,281.50,-2854.83,211.00,[]
AMZN,LONG,2010-09-02,132.80,447,No-Exit,0.0,0.0,2010-09-02,134.80,894.00,2010-09-20,147.82,6713.94,894.00,['AAPL']
AAPL,LONG,2010-09-09,35.85,85,No-Exit,0.0,0.0,2010-09-13,36.12,23.00,2010-09-22,38.24,203.18,23.00,[]
AMZN,LONG,2010-11-26,178.09,370,No-Exit,0.0,0.0,2010-11-29,180.09,740.00,2010-12-02,176.05,-754.80,740.00,[]
AAPL,LONG,2011-01-04,44.97,1460,No-Exit,0.0,0.0,2011-01-06,45.24,395.01,2011-01-14,46.61,2392.12,395.01,[]
MA,LONG,2011-01-18,23.40,2887,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-20,23.06,-971.15,-971.15,[]
WHR,LONG,2011-01-28,83.40,799,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-31,80.47,-2341.07,-2341.07,[]
MA,LONG,2011-02-04,24.36,2644,No-Exit,0.0,0.0,2011-02-04,24.56,521.78,2011-02-09,24.52,433.51,521.78,[]
NFLX,LONG,2011-03-24,231.98,281,No-Exit,0.0,0.0,2011-03-28,233.98,562.00,2011-03-31,237.28,1489.30,562.00,[]
GOOGL,LONG,2011-07-06,267.06,12,No-Exit,0.0,0.0,2011-07-06,268.06,12.00,2011-07-08,264.44,-31.44,12.00,['AMZN']
AMZN,LONG,2011-06-28,202.78,326,No-Exit,0.0,0.0,2011-06-29,204.78,652.00,2011-07-12,211.93,2982.90,652.00,[]
GD,SHORT,2011-09-22,51.33,1323,No-Exit,0.0,0.0,2011-09-23,49.50,-2421.83,2011-09-27,52.71,-1828.48,-2421.83,[]
MA,LONG,2011-12-02,37.92,90,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-05,37.22,-62.84,-62.84,['V']
V,LONG,2011-12-01,95.01,708,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-06,93.57,-1019.52,-1019.52,[]
NFLX,LONG,2012-01-05,81.17,816,No-Exit,0.0,0.0,2012-01-06,83.17,1632.00,2012-01-18,93.18,9800.16,1632.00,[]
URI,LONG,2012-01-19,35.23,2145,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-01-25,33.70,-3281.85,-3281.85,[]
V,LONG,2012-02-03,104.35,694,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-02-08,105.31,664.58,664.58,[]
NFLX,LONG,2012-03-22,121.09,603,No-Exit,0.0,0.0,2012-03-22,123.09,1206.00,2012-03-23,117.37,-2243.16,1206.00,[]
UNH,LONG,2012-03-30,56.02,1267,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-04-05,56.25,291.41,291.41,[]
CF,LONG,2012-06-20,174.94,20,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-06-21,172.86,-41.60,-41.60,['AMZN']
AMZN,LONG,2012-06-19,223.96,318,No-Exit,0.0,0.0,2012-06-21,225.96,636.00,2012-06-22,219.97,-1268.82,636.00,[]
AMZN,LONG,2012-08-27,247.07,283,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-08-28,243.03,-1143.32,-1143.32,[]
MA,LONG,2012-09-07,42.86,1608,No-Exit,0.0,0.0,2012-09-07,43.05,318.38,2012-09-20,44.31,2330.57,318.38,['V']
