Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
NFLX,LONG,2009-06-02,41.35,2297,No-Exit,0.0,0.0,2009-06-03,39.98,-3152.42,-3152.42,EMA 20 Xover Mtm,[]
NFLX,SHORT,2009-07-06,39.49,2328,No-Exit,0.0,0.0,2009-07-09,40.14,-1508.54,-1508.54,EMA 20 Xover Mtm,[]
NFLX,LONG,2009-09-10,43.66,2074,No-Exit,0.0,0.0,2009-09-11,42.65,-2107.76,-2107.76,EMA 20 Xover Mtm,[]
NFLX,LONG,2009-12-24,57.42,1542,No-Exit,0.0,0.0,2009-12-30,55.32,-3240.08,-3240.08,EMA 20 Xover Mtm,[]
NFLX,SHORT,2010-06-25,114.10,749,2010-06-25,117.07,-2228.47,2010-06-28,118.67,-3424.80,-2228.47,EMA 20 Xover Mtm,[]
NFLX,SHORT,2010-08-25,120.01,684,2010-08-25,123.67,-2505.67,2010-08-26,125.89,-4021.92,-2505.67,EMA 20 Xover Mtm,[]
NFLX,SHORT,2010-08-31,121.86,643,2010-08-31,124.46,-1669.02,2010-09-01,130.87,-5793.43,-1669.02,EMA 20 Xover Mtm,[]
NFLX,LONG,2010-12-22,188.10,387,No-Exit,0.0,0.0,2010-12-23,182.00,-2360.70,-2360.70,EMA 20 Xover Mtm,[]
NFLX,LONG,2011-05-10,238.77,295,No-Exit,0.0,0.0,2011-05-16,238.74,-9.38,-9.38,EMA 20 Xover Mtm,[]
NFLX,SHORT,2011-05-17,234.72,301,No-Exit,0.0,0.0,2011-05-18,239.56,-1456.64,-1456.64,EMA 20 Xover Mtm,[]
NFLX,LONG,2011-08-31,238.93,290,No-Exit,0.0,0.0,2011-09-02,208.71,-8763.80,-8763.80,EMA 20 Xover Mtm,[]
NFLX,LONG,2011-12-13,76.01,801,2011-12-13,73.44,-2061.38,2011-12-14,69.58,-5152.51,-2061.38,EMA 20 Xover Mtm,[]
NFLX,LONG,2012-01-04,72.96,768,No-Exit,0.0,0.0,2012-01-12,92.48,14989.52,14989.52,EMA 20 Xover Mtm,[]
NFLX,LONG,2012-03-05,116.25,604,2012-03-05,113.34,-1757.35,2012-03-06,109.49,-4083.64,-1757.35,EMA 20 Xover Mtm,[]
NFLX,LONG,2012-06-29,68.30,976,No-Exit,0.0,0.0,2012-07-10,81.07,12464.59,12464.59,EMA 20 Xover Mtm,[]
NFLX,LONG,2012-08-16,63.89,1224,No-Exit,0.0,0.0,2012-08-23,64.48,723.87,723.87,EMA 20 Xover Mtm,[]
NFLX,SHORT,2013-10-09,299.30,263,No-Exit,0.0,0.0,2013-10-14,312.53,-3481.08,-3481.08,EMA 20 Xover Mtm,[]
NFLX,LONG,2014-05-13,348.90,216,No-Exit,0.0,0.0,2014-06-04,415.26,14332.66,14332.66,EMA 20 Xover Mtm,[]
