Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
MS,LONG,2007-09-04,62.99,1508,No-Exit,0.0,0.0,2007-09-18,65.39,3619.20,3619.20,BB 20 SMA Xover Mtm,[]
ACN,LONG,2007-10-01,40.65,126,No-Exit,0.0,0.0,2007-10-16,40.51,-17.64,-17.64,BB 20 SMA Xover Mtm,['HOG', 'C']
C,LONG,2007-09-19,488.54,201,No-Exit,0.0,0.0,2007-10-16,455.30,-6681.24,-6681.24,BB 20 SMA Xover Mtm,['HOG']
HOG,LONG,2007-10-04,49.78,5,No-Exit,0.0,0.0,2007-10-16,48.87,-4.55,-4.55,BB 20 SMA Xover Mtm,[]
APA,SHORT,2007-10-23,90.46,871,No-Exit,0.0,0.0,2007-10-26,97.70,-6306.04,-6306.04,BB 20 SMA Xover Mtm,['ALL', 'HAL', 'GS', 'NOV', 'XOM', 'TIF', 'FFIV']
GS,SHORT,2007-10-22,215.51,26,No-Exit,0.0,0.0,2007-10-26,232.86,-451.10,-451.10,BB 20 SMA Xover Mtm,['ALL', 'HAL', 'NOV', 'XOM', 'TIF', 'FFIV']
HAL,SHORT,2007-10-22,37.97,476,No-Exit,0.0,0.0,2007-10-26,41.50,-1680.28,-1680.28,BB 20 SMA Xover Mtm,['ALL', 'NOV', 'XOM', 'TIF', 'FFIV']
FFIV,SHORT,2007-10-25,36.02,1655,No-Exit,0.0,0.0,2007-10-31,34.79,2035.65,2035.65,BB 20 SMA Xover Mtm,['ALL', 'BEN', 'CAM', 'NOV', 'XOM', 'TIF', 'WY']
XOM,SHORT,2007-10-22,91.17,231,No-Exit,0.0,0.0,2007-11-06,89.57,369.60,369.60,BB 20 SMA Xover Mtm,['ALL', 'BEN', 'CAM', 'GS', 'NOV', 'TIF', 'WY']
NOV,SHORT,2007-10-22,67.70,204,No-Exit,0.0,0.0,2007-11-06,77.60,-2019.60,-2019.60,BB 20 SMA Xover Mtm,['ALL', 'BEN', 'CAM', 'GS', 'TIF', 'WY']
ALL,SHORT,2007-10-19,54.99,1674,No-Exit,0.0,0.0,2007-11-07,52.00,5005.26,5005.26,BB 20 SMA Xover Mtm,['BEN', 'CAM', 'GS', 'TIF', 'WY']
BEN,SHORT-SPY-NULL,2007-10-29,43.55,1429,No-Exit,0.0,0.0,2007-11-12,40.07,4972.92,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'AAPL', 'CAM', 'GS', 'TIF', 'WY']
GS,SHORT,2007-11-05,220.00,89,No-Exit,0.0,0.0,2007-11-12,215.77,376.47,376.47,BB 20 SMA Xover Mtm,['GOOGL', 'AAPL', 'CAM', 'TIF', 'WY']
TIF,SHORT,2007-10-24,53.06,1391,No-Exit,0.0,0.0,2007-11-13,46.65,8916.31,8916.31,BB 20 SMA Xover Mtm,['GOOGL', 'MOS', 'AAPL', 'CAM', 'WY']
AAPL,SHORT,2007-11-09,24.45,1420,No-Exit,0.0,0.0,2007-11-14,25.31,-1219.17,-1219.17,BB 20 SMA Xover Mtm,['GOOGL', 'MOS', 'CAM', 'WY']
CAM,SHORT-SPY-NULL,2007-10-31,46.92,80,No-Exit,0.0,0.0,2007-11-15,44.89,162.40,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'MOS', 'WY']
GOOGL,SHORT,2007-11-12,328.67,102,No-Exit,0.0,0.0,2007-11-20,320.14,870.06,870.06,BB 20 SMA Xover Mtm,['MOS', 'WY']
WY,LONG-SPY-NULL,2007-10-30,74.59,752,No-Exit,0.0,0.0,2007-11-21,67.66,-5211.36,0.0,BB 20 SMA Xover Mtm,['MOS']
MOS,SHORT,2007-11-13,60.72,676,No-Exit,0.0,0.0,2007-11-23,61.71,-669.24,-669.24,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2007-11-29,26.00,1864,No-Exit,0.0,0.0,2007-12-11,26.94,1752.16,1752.16,BB 20 SMA Xover Mtm,['GOOGL', 'AZO', 'NOV']
GOOGL,LONG-SPY-NULL,2007-11-29,349.59,138,No-Exit,0.0,0.0,2007-12-11,353.86,589.26,0.0,BB 20 SMA Xover Mtm,['AZO', 'NOV']
NOV,LONG,2007-11-30,70.51,72,No-Exit,0.0,0.0,2007-12-11,72.35,132.48,132.48,BB 20 SMA Xover Mtm,['AZO']
GOOGL,SHORT,2007-12-18,331.27,149,No-Exit,0.0,0.0,2007-12-21,348.94,-2632.83,-2632.83,BB 20 SMA Xover Mtm,['AZO', 'MRK', 'SLB']
SLB,SHORT,2007-12-18,89.38,554,No-Exit,0.0,0.0,2007-12-26,96.65,-4027.58,-4027.58,BB 20 SMA Xover Mtm,['AZO', 'MRK']
AZO,LONG,2007-12-05,130.09,2,No-Exit,0.0,0.0,2007-12-28,121.15,-17.88,-17.88,BB 20 SMA Xover Mtm,['MRK']
MRK,SHORT-SPY-NULL,2007-12-21,57.95,1603,No-Exit,0.0,0.0,2008-01-08,60.22,-3638.81,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'VLO', 'AAPL', 'AIG', 'IBM']
AIG,SHORT-SPY-NULL,2007-12-28,1148.60,65,No-Exit,0.0,0.0,2008-01-10,1137.26,737.10,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'VLO', 'AAPL', 'T', 'IBM']
IBM,SHORT,2008-01-02,107.02,311,No-Exit,0.0,0.0,2008-01-11,99.29,2404.03,2404.03,BB 20 SMA Xover Mtm,['GOOGL', 'VLO', 'AAPL', 'T']
GOOGL,SHORT,2008-01-02,342.28,121,No-Exit,0.0,0.0,2008-01-14,326.60,1897.28,1897.28,BB 20 SMA Xover Mtm,['VLO', 'AAPL', 'T']
T,SHORT,2008-01-09,38.77,2010,No-Exit,0.0,0.0,2008-01-17,38.26,1025.10,1025.10,BB 20 SMA Xover Mtm,['VLO', 'MOS', 'AAPL', 'MON']
MON,SHORT,2008-01-17,106.57,86,No-Exit,0.0,0.0,2008-01-24,109.50,-251.98,-251.98,BB 20 SMA Xover Mtm,['VLO', 'MOS', 'AAPL']
MOS,SHORT,2008-01-17,88.93,472,No-Exit,0.0,0.0,2008-01-24,87.22,807.12,807.12,BB 20 SMA Xover Mtm,['VLO', 'AAPL']
VLO,SHORT,2008-01-04,65.55,1295,No-Exit,0.0,0.0,2008-01-24,53.85,15151.50,15151.50,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2008-01-07,25.46,3352,No-Exit,0.0,0.0,2008-01-30,18.77,22434.46,22434.46,BB 20 SMA Xover Mtm,[]
OI,LONG,2008-02-01,51.60,1286,No-Exit,0.0,0.0,2008-02-06,51.07,-681.58,-681.58,BB 20 SMA Xover Mtm,['CVS', 'ISRG']
CVS,LONG,2008-02-01,39.30,1673,No-Exit,0.0,0.0,2008-02-14,39.94,1070.72,1070.72,BB 20 SMA Xover Mtm,['JPM', 'EA', 'MET', 'T', 'TAP', 'ISRG']
T,LONG,2008-02-13,37.89,303,No-Exit,0.0,0.0,2008-02-19,35.99,-575.70,-575.70,BB 20 SMA Xover Mtm,['JPM', 'EA', 'MET', 'TAP', 'ISRG']
ISRG,LONG,2008-02-04,308.67,19,No-Exit,0.0,0.0,2008-02-22,287.14,-409.07,-409.07,BB 20 SMA Xover Mtm,['JPM', 'EA', 'MET', 'TAP']
TAP,LONG,2008-02-13,50.16,157,No-Exit,0.0,0.0,2008-02-22,51.86,266.90,266.90,BB 20 SMA Xover Mtm,['JPM', 'EA', 'MET', 'BAC']
AIG,LONG,2008-02-27,1038.68,94,No-Exit,0.0,0.0,2008-02-29,941.20,-9163.12,-9163.12,BB 20 SMA Xover Mtm,['JPM', 'EA', 'MET', 'BAC']
