Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,SHORT,2007-11-09,24.45,3828,No-Exit,0.0,0.0,2007-11-14,25.31,-3286.61,-3286.61,EMA 20 Xover Mtm,[]
AAPL,LONG,2008-03-12,18.37,5000,No-Exit,0.0,0.0,2008-03-13,17.73,-3231.14,-3231.14,EMA 20 Xover Mtm,[]
AAPL,SHORT,2008-05-22,25.20,3523,2008-05-22,25.88,-2406.09,2008-05-23,25.88,-2406.09,-2406.09,EMA 20 Xover Mtm,[]
AAPL,LONG,2008-07-08,25.27,3423,2008-07-08,24.73,-1862.10,2008-07-10,24.73,-1862.10,-1862.10,EMA 20 Xover Mtm,[]
AAPL,LONG,2008-08-07,23.69,3577,2008-08-07,23.10,-2126.15,2008-08-15,25.17,5291.46,-2126.15,EMA 20 Xover Mtm,[]
AAPL,LONG,2008-10-30,15.46,5951,No-Exit,0.0,0.0,2008-11-05,14.98,-2864.64,-2864.64,EMA 20 Xover Mtm,[]
AAPL,SHORT,2008-12-16,13.40,6496,2008-12-16,13.72,-2086.77,2008-12-29,12.43,6321.63,-2086.77,EMA 20 Xover Mtm,[]
AAPL,LONG,2009-01-05,13.31,7107,No-Exit,0.0,0.0,2009-01-12,12.71,-4287.74,-4287.74,EMA 20 Xover Mtm,[]
AAPL,LONG,2009-01-23,12.75,6980,No-Exit,0.0,0.0,2009-01-30,13.03,1958.79,1958.79,EMA 20 Xover Mtm,[]
AAPL,SHORT,2009-02-19,13.34,6807,No-Exit,0.0,0.0,2009-02-25,13.16,1223.32,1223.32,EMA 20 Xover Mtm,[]
AAPL,SHORT,2009-05-13,17.60,5229,No-Exit,0.0,0.0,2009-05-18,18.02,-2223.91,-2223.91,EMA 20 Xover Mtm,[]
AAPL,SHORT,2009-05-22,17.56,5118,No-Exit,0.0,0.0,2009-05-26,17.99,-2187.35,-2187.35,EMA 20 Xover Mtm,[]
AAPL,SHORT,2009-07-07,19.60,4480,No-Exit,0.0,0.0,2009-07-13,20.00,-1796.66,-1796.66,EMA 20 Xover Mtm,[]
AAPL,SHORT,2010-01-22,29.43,2926,No-Exit,0.0,0.0,2010-01-26,30.05,-1829.66,-1829.66,EMA 20 Xover Mtm,[]
AAPL,LONG,2010-02-16,28.91,2918,No-Exit,0.0,0.0,2010-02-23,28.22,-2005.32,-2005.32,EMA 20 Xover Mtm,['AAPL']
AAPL,SHORT,2010-02-23,28.34,149,No-Exit,0.0,0.0,2010-02-25,28.94,-88.22,-88.22,EMA 20 Xover Mtm,[]
AAPL,LONG,2010-05-28,37.06,2253,No-Exit,0.0,0.0,2010-06-08,35.34,-3868.44,-3868.44,EMA 20 Xover Mtm,[]
AAPL,LONG,2010-07-08,37.50,2109,2010-07-08,36.49,-2123.96,2010-07-09,36.49,-2123.96,-2123.96,EMA 20 Xover Mtm,[]
AAPL,SHORT,2011-01-21,47.05,1630,No-Exit,0.0,0.0,2011-01-25,48.25,-1951.86,-1951.86,EMA 20 Xover Mtm,[]
AAPL,LONG,2011-03-25,49.77,1503,No-Exit,0.0,0.0,2011-04-04,48.72,-1581.80,-1581.80,EMA 20 Xover Mtm,['AAPL']
AAPL,SHORT,2011-04-04,48.73,77,No-Exit,0.0,0.0,2011-04-19,48.08,49.94,49.94,EMA 20 Xover Mtm,[]
AAPL,SHORT,2011-08-05,53.37,1375,2011-08-05,54.72,-1850.31,2011-08-12,54.01,-878.76,-1850.31,EMA 20 Xover Mtm,[]
AAPL,LONG,2011-08-24,53.91,1345,No-Exit,0.0,0.0,2011-08-25,52.15,-2354.90,-2354.90,EMA 20 Xover Mtm,[]
AAPL,SHORT,2011-09-12,53.39,1317,No-Exit,0.0,0.0,2011-09-13,54.64,-1650.25,-1650.25,EMA 20 Xover Mtm,[]
AAPL,LONG,2011-10-11,56.10,1225,No-Exit,0.0,0.0,2011-10-18,60.25,5085.83,5085.83,EMA 20 Xover Mtm,[]
AAPL,SHORT,2011-10-20,56.38,1305,No-Exit,0.0,0.0,2011-10-24,57.52,-1492.05,-1492.05,EMA 20 Xover Mtm,[]
