Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
CTXS,SHORT-SPY-NULL,2012-05-11,77.57,1091,No-Exit,0.0,0.0,2012-05-21,77.88,-338.21,0.0,BB 20 SMA Xover Mtm,['DISCA']
AAPL,LONG,2012-05-24,82.32,1046,No-Exit,0.0,0.0,2012-06-04,78.77,-3713.30,-3713.30,BB 20 SMA Xover Mtm,['DISCA']
DISCA,SHORT-SPY-NULL,2012-05-09,50.29,1889,No-Exit,0.0,0.0,2012-06-06,49.30,1870.11,0.0,BB 20 SMA Xover Mtm,[]
AMZN,SHORT,2012-07-11,217.31,213,No-Exit,0.0,0.0,2012-07-19,227.30,-2127.87,-2127.87,BB 20 SMA Xover Mtm,['FFIV', 'QCOM', 'PCLN', 'CRM']
PCLN,SHORT,2012-07-11,642.16,72,No-Exit,0.0,0.0,2012-07-19,677.66,-2556.00,-2556.00,BB 20 SMA Xover Mtm,['FFIV', 'QCOM', 'CRM']
FFIV,LONG,2012-07-19,99.58,281,No-Exit,0.0,0.0,2012-07-23,90.84,-2455.94,-2455.94,BB 20 SMA Xover Mtm,['QCOM', 'CRM']
CRM,LONG,2012-07-19,34.06,886,No-Exit,0.0,0.0,2012-07-25,32.00,-1822.95,-1822.95,BB 20 SMA Xover Mtm,['QCOM']
NFLX,SHORT-SPY-NULL,2012-07-26,59.31,927,No-Exit,0.0,0.0,2012-08-06,54.82,4166.86,0.0,BB 20 SMA Xover Mtm,['QCOM']
QCOM,LONG,2012-07-19,58.85,520,No-Exit,0.0,0.0,2012-08-21,62.27,1778.40,1778.40,BB 20 SMA Xover Mtm,['NFLX', 'CRM']
CRM,LONG,2012-08-07,33.51,1769,No-Exit,0.0,0.0,2012-08-22,36.44,5183.17,5183.17,BB 20 SMA Xover Mtm,['NFLX']
NFLX,LONG,2012-08-16,63.89,46,No-Exit,0.0,0.0,2012-08-23,64.48,27.14,27.14,BB 20 SMA Xover Mtm,[]
NFLX,SHORT-SPY-NULL,2012-08-31,59.88,44,No-Exit,0.0,0.0,2012-09-07,56.68,140.80,0.0,BB 20 SMA Xover Mtm,['FFIV', 'PCLN']
FFIV,SHORT-SPY-NULL,2012-08-31,96.42,27,No-Exit,0.0,0.0,2012-09-07,99.73,-89.37,0.0,BB 20 SMA Xover Mtm,['PCLN']
PCLN,LONG,2012-08-30,609.24,155,No-Exit,0.0,0.0,2012-09-20,633.94,3828.50,3828.50,BB 20 SMA Xover Mtm,['PM']
PM,LONG,2012-09-18,91.60,58,No-Exit,0.0,0.0,2012-10-09,92.11,29.58,29.58,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2012-09-26,95.26,983,No-Exit,0.0,0.0,2012-10-11,92.36,2853.51,2853.51,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2012-11-26,82.46,1230,No-Exit,0.0,0.0,2012-12-05,81.27,-1460.19,-1460.19,BB 20 SMA Xover Mtm,[]
AMZN,SHORT,2012-12-27,246.15,20,No-Exit,0.0,0.0,2013-01-03,257.27,-222.40,-222.40,BB 20 SMA Xover Mtm,['AAPL', 'EQT']
AAPL,LONG,2013-01-02,79.12,62,No-Exit,0.0,0.0,2013-01-08,75.60,-217.97,-217.97,BB 20 SMA Xover Mtm,['EQT']
EQT,LONG-SPY-NULL,2012-12-21,59.76,1674,No-Exit,0.0,0.0,2013-01-10,57.37,-4000.86,0.0,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2013-03-18,64.01,1497,No-Exit,0.0,0.0,2013-03-27,65.21,1794.26,1794.26,BB 20 SMA Xover Mtm,['PCLN']
HUM,LONG,2013-03-28,69.41,1404,No-Exit,0.0,0.0,2013-04-05,78.38,12593.88,12593.88,BB 20 SMA Xover Mtm,['PCLN', 'THC']
PCLN,SHORT,2013-03-19,689.84,6,No-Exit,0.0,0.0,2013-04-11,720.91,-186.42,-186.42,BB 20 SMA Xover Mtm,['THC']
THC,SHORT,2013-04-04,43.65,111,No-Exit,0.0,0.0,2013-04-23,40.16,387.39,387.39,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2013-04-19,683.11,159,No-Exit,0.0,0.0,2013-04-26,710.43,-4343.88,-4343.88,BB 20 SMA Xover Mtm,['VLO', 'GD', 'BRCM']
VLO,LONG,2013-04-25,42.39,825,No-Exit,0.0,0.0,2013-05-01,39.97,-1996.50,-1996.50,BB 20 SMA Xover Mtm,['AAPL', 'GD', 'BRCM']
AAPL,LONG,2013-04-30,62.16,100,No-Exit,0.0,0.0,2013-05-10,64.91,275.29,275.29,BB 20 SMA Xover Mtm,['GD', 'BRCM']
BRCM,LONG,2013-04-25,35.44,965,No-Exit,0.0,0.0,2013-05-14,36.12,656.20,656.20,BB 20 SMA Xover Mtm,['GD']
GD,LONG,2013-04-25,72.45,488,No-Exit,0.0,0.0,2013-05-22,77.36,2396.08,2396.08,BB 20 SMA Xover Mtm,[]
