Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
AMZN,LONG,2007-09-04,80.42,472,No-Exit,0.0,0.0,2007-09-04,82.42,944.00,2007-09-10,84.22,1793.60,944.00,[]
UNP,LONG,2007-09-19,25.58,1521,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-09-20,24.70,-1339.74,-1339.74,[]
AAPL,LONG,2007-12-07,25.78,552,No-Exit,0.0,0.0,2007-12-07,26.05,149.35,2007-12-11,26.12,190.04,149.35,['AMZN', 'IWM']
AMZN,LONG,2007-11-29,90.77,420,No-Exit,0.0,0.0,2007-12-04,92.77,840.00,2007-12-11,92.72,819.00,840.00,['IWM']
IWM,LONG,2007-12-07,73.51,322,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-12-13,71.27,-721.52,-721.52,[]
WHR,SHORT,2008-01-03,65.79,581,No-Exit,0.0,0.0,2008-01-04,64.12,968.27,2008-01-08,63.90,1100.48,968.27,[]
UNP,LONG,2008-02-01,27.53,1405,No-Exit,0.0,0.0,2008-02-01,27.97,614.92,2008-02-05,26.84,-969.45,614.92,[]
IWM,LONG,2008-02-14,67.36,569,2008-02-14,66.06,-739.70,No-Exit,0.0,0.0,2008-02-15,65.24,-1206.28,-739.70,[]
UNP,SHORT,2008-03-07,26.39,1434,No-Exit,0.0,0.0,2008-03-07,25.95,627.61,2008-03-11,27.12,-1045.02,627.61,[]
AMZN,LONG,2008-03-24,73.82,508,No-Exit,0.0,0.0,2008-03-24,75.82,1016.00,2008-03-27,71.18,-1341.12,1016.00,[]
GOOGL,LONG,2008-04-02,234.95,51,No-Exit,0.0,0.0,2008-04-02,235.95,51.00,2008-04-03,228.36,-336.09,51.00,['ALL', 'VIAB', 'GILD', 'IWM']
GILD,LONG,2008-04-01,51.21,721,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-07,51.26,35.49,35.49,['ALL', 'VIAB', 'IWM']
IWM,LONG,2008-04-02,66.31,145,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-07,66.16,-21.75,-21.75,['ALL', 'VIAB']
ALL,LONG,2008-04-01,40.41,552,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-08,40.66,137.12,137.12,['VIAB']
VIAB,LONG,2008-04-02,37.92,152,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-10,37.24,-103.36,-103.36,[]
NFLX,LONG,2008-04-17,39.31,937,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-22,33.69,-5265.94,-5265.94,[]
FDX,LONG,2008-05-02,95.21,366,2008-05-02,92.76,-898.13,No-Exit,0.0,0.0,2008-05-05,92.14,-1124.48,-898.13,[]
GD,LONG,2008-07-24,76.01,452,2008-07-24,73.35,-1202.32,No-Exit,0.0,0.0,2008-08-01,75.36,-293.80,-1202.32,['UNP', 'IWM']
IWM,LONG,2008-07-30,66.85,201,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-08-01,65.84,-203.01,-203.01,['UNP']
UNP,LONG,2008-07-24,34.54,603,No-Exit,0.0,0.0,2008-07-29,35.42,531.24,2008-08-07,35.72,714.52,531.24,[]
AAPL,LONG,2008-08-13,24.11,1431,No-Exit,0.0,0.0,2008-08-14,24.38,387.16,2008-08-18,23.62,-701.19,387.16,[]
UNP,LONG,2008-08-29,37.23,919,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-09-02,36.28,-873.05,-873.05,[]
CF,LONG,2008-12-17,51.28,264,No-Exit,0.0,0.0,2008-12-17,53.17,499.57,2008-12-18,48.01,-863.28,499.57,['MA', 'GILD']
MA,LONG,2008-12-17,14.55,1553,No-Exit,0.0,0.0,2008-12-17,14.75,304.41,2008-12-19,14.54,-15.53,304.41,['GILD']
GILD,LONG,2008-12-17,47.55,594,No-Exit,0.0,0.0,2008-12-19,49.52,1173.13,2008-12-22,48.73,700.92,1173.13,[]
AMZN,LONG,2009-03-12,69.57,486,No-Exit,0.0,0.0,2009-03-17,71.57,972.00,2009-03-20,69.80,111.78,972.00,['AAPL']
AAPL,LONG,2009-03-18,13.52,1554,No-Exit,0.0,0.0,2009-03-18,13.79,420.44,2009-03-30,14.14,967.02,420.44,['UNP']
UNP,LONG,2009-03-24,18.91,1369,No-Exit,0.0,0.0,2009-03-26,19.80,1224.97,2009-03-31,18.26,-889.85,1224.97,[]
NFLX,LONG,2009-04-13,47.19,718,No-Exit,0.0,0.0,2009-04-13,49.19,1436.00,2009-04-15,47.30,78.98,1436.00,[]
GILD,LONG,2009-06-04,44.77,470,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-06-08,43.52,-588.30,-588.30,['AMZN']
AMZN,LONG,2009-06-02,85.00,399,No-Exit,0.0,0.0,2009-06-05,87.00,798.00,2009-06-11,86.29,514.71,798.00,[]
