Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,,Strategy,Current-Pos,,,,,,,
HK_2333,SHORT,2011-07-20,35.94,173,No-Exit,0,0,2011-07-20,35.57,63.32,2011-08-16,34.51,247.39,63.32,247.39,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_0700'],,,,,
HK_0392,SHORT,2011-08-08,37.35,163,No-Exit,0,0,2011-08-08,36.98,60.88,2011-09-01,39.6,-366.75,60.88,60.88,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0168', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_1044,SHORT,2011-08-22,64.05,115,No-Exit,0,0,2011-08-22,63.41,73.66,2011-09-01,67.8,-431.25,73.66,73.66,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0168', 'HK_0683', 'HK_0700'],,,,
HK_1044,SHORT,2011-09-14,64.4,92,2011-09-14,66.47,-190.44,No-Exit,0,0,2011-09-16,66.47,-190.44,-190.44,-190.44,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0168', 'HK_0683', 'HK_0700'],,,,
HK_2338,SHORT,2011-09-15,35.74,221,2011-09-15,37.26,-335.92,No-Exit,0,0,2011-09-16,37.26,-335.92,-335.92,-335.92,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0683', 'HK_0700'],,,,,
HK_0700,SHORT,2011-09-14,174.64,38,No-Exit,0,0,2011-09-14,172.84,68.4,2011-10-07,168.58,230.28,68.4,230.28,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_0941', 'HK_0700'],,,
HK_0392,SHORT,2011-09-27,39.5,201,No-Exit,0,0,2011-09-30,39.11,77.79,2011-10-11,41.07,-315.57,77.79,77.79,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0683', 'HK_0941', 'HK_0700'],,,,
HK_0168,SHORT,2011-09-21,43.65,182,No-Exit,0,0,2011-09-22,43.22,78.44,2011-12-06,45.05,-254.8,78.44,78.44,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,,
HK_2338,SHORT,2011-12-14,35.45,177,No-Exit,0,0,2011-12-15,35.09,64.52,2011-12-16,37.19,-307.99,64.52,64.52,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,
HK_0941,SHORT,2011-09-23,76.5,103,No-Exit,0,0,2011-09-23,75.73,78.8,2012-02-01,79.9,-350.2,78.8,78.8,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_1044,SHORT,2012-03-07,68.5,84,2012-03-07,70.83,-195.72,No-Exit,0,0,2012-03-08,71,-210,-195.72,-195.72,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0700,SHORT,2011-06-08,214.83,26,No-Exit,0,0,2011-06-09,212.67,56.16,2012-03-16,219.72,-127.14,56.16,56.16,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_1044,SHORT,2012-03-21,71.03,72,No-Exit,0,0,No-Exit,0,0,2012-03-22,72.79,-126.72,-126.72,-126.72,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_0700'],,
HK_2333,SHORT,2012-03-21,42.71,104,No-Exit,0,0,2012-03-21,42.28,44.8,2012-03-27,45.75,-316.16,44.8,44.8,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0168,SHORT,2012-03-30,41.78,122,No-Exit,0,0,No-Exit,0,0,2012-04-03,43.59,-220.82,-220.82,-220.82,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0168,SHORT,2011-08-17,46.58,144,No-Exit,0,0,2011-08-17,46.11,67.18,2012-05-11,48.6,-290.88,67.18,67.18,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_2333,SHORT,2012-05-14,45.98,111,No-Exit,0,0,2012-05-14,45.52,51.55,2012-05-29,49.25,-362.97,51.55,51.55,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,,
HK_0392,SHORT,2012-06-04,41.95,121,No-Exit,0,0,2012-06-05,41.53,50.52,2012-06-07,43.53,-191.18,50.52,50.52,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,,
HK_0941,SHORT,2012-05-17,83.61,61,No-Exit,0,0,2012-05-18,82.78,50.33,2012-07-18,88,-267.79,50.33,50.33,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0700,SHORT,2012-07-12,224.4,22,No-Exit,0,0,2012-07-12,222.16,49.37,2012-07-20,231.32,-152.24,49.37,49.37,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0168,SHORT,2012-07-25,44.5,127,No-Exit,0,0,2012-07-26,44.06,56.13,2012-07-31,46,-190.5,56.13,56.13,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_1044,SHORT,2012-07-24,73.51,74,No-Exit,0,0,2012-07-24,72.76,55.46,2012-08-22,76.6,-228.66,55.46,55.46,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_1044,SHORT,2012-07-16,74.79,72,No-Exit,0,0,No-Exit,0,0,2012-08-29,76.85,-148.32,-148.32,-148.32,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0700,SHORT,2012-11-15,255,16,No-Exit,0,0,2012-11-15,252.45,40.8,2013-01-21,272.96,-287.36,40.8,40.8,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_2333,SHORT,2013-02-08,86.4,51,2013-02-08,90.01,-184.11,No-Exit,0,0,2013-02-14,93,-336.6,-184.11,-184.11,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_1044,SHORT,2013-02-25,77.5,56,2013-02-25,79.69,-122.64,2013-02-25,76.72,43.4,2013-02-27,80.25,-154,-122.64,-122.64,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_2333,SHORT,2013-02-25,90.9,42,2013-02-25,93.57,-112.14,No-Exit,0,0,2013-03-01,93.57,-112.14,-112.14,-112.14,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0168,SHORT,2013-03-18,48.06,93,No-Exit,0,0,2013-03-18,47.58,44.83,2013-03-25,49.04,-91.14,44.83,44.83,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0700,SHORT,2013-03-19,260.57,17,No-Exit,0,0,2013-03-19,257.89,45.63,2013-05-03,282,-364.31,45.63,45.63,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_2688,SHORT,2013-06-05,42.77,100,2013-06-05,43.93,-116,No-Exit,0,0,2013-06-10,43.93,-116,-116,-116,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_2333,SHORT,2013-06-05,106.05,45,No-Exit,0,0,2013-06-05,104.99,47.72,2013-06-27,102.73,149.4,47.72,149.4,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_2688', 'HK_0700'],,
HK_0168,SHORT,2013-06-24,51.93,102,No-Exit,0,0,2013-06-24,51.4,54.06,2013-06-28,54.97,-310.08,54.06,54.06,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_2688', 'HK_0700'],,,
HK_2688,SHORT,2013-06-21,41.5,117,No-Exit,0,0,2013-06-21,41.09,48.55,2013-07-02,44.55,-356.85,48.55,48.55,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_2018,SHORT,2013-07-04,41.98,126,2013-07-04,43,-128.52,2013-07-04,41.55,54.18,2013-07-16,40.8,148.68,-128.52,148.68,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_1044,SHORT,2013-06-04,82.42,54,No-Exit,0,0,2013-06-04,81.59,44.85,2013-08-01,86.75,-233.82,44.85,44.85,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0700,SHORT,2013-08-22,353,13,No-Exit,0,0,No-Exit,0,0,2013-08-27,364.82,-153.66,-153.66,-153.66,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_1044,SHORT,2013-08-22,83.8,50,No-Exit,0,0,No-Exit,0,0,2013-08-27,87.21,-170.5,-170.5,-170.5,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0168,SHORT,2013-11-07,60.64,70,No-Exit,0,0,No-Exit,0,0,2013-11-15,62.92,-159.6,-159.6,-159.6,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_1044,SHORT,2013-11-07,91.03,41,No-Exit,0,0,2013-11-08,90.14,36.65,2013-11-18,97,-244.77,36.65,36.65,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_1211,SHORT,2013-12-12,38.16,90,2013-12-12,38.99,-74.7,No-Exit,0,0,2013-12-13,38.99,-74.7,-74.7,-74.7,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,
HK_2688,SHORT,2014-01-10,53.7,85,No-Exit,0,0,2014-01-10,53.16,45.64,2014-01-16,56.2,-212.5,45.64,45.64,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_0700'],,,
HK_0700,SHORT,2014-02-05,505.39,9,2014-02-05,522,-149.49,No-Exit,0,0,2014-02-07,517,-104.49,-149.49,-104.49,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_0700'],,,
HK_1211,SHORT,2013-12-18,37.62,102,No-Exit,0,0,2013-12-19,37.24,38.25,2014-02-10,39.19,-160.14,38.25,38.25,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0392,SHORT,2014-01-07,71.78,58,No-Exit,0,0,2014-01-07,71.06,41.64,2014-02-14,69.8,114.84,41.64,114.84,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_1044,SHORT,2014-03-12,81.77,47,No-Exit,0,0,2014-03-12,80.95,38.59,2014-03-25,83.81,-95.88,38.59,38.59,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_0700'],,,
HK_0700,SHORT,2014-03-14,581,7,No-Exit,0,0,2014-03-14,575.19,40.67,2014-04-10,548.88,224.84,40.67,224.84,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_1211', 'HK_0700'],
HK_1211,SHORT,2014-03-21,47.12,106,No-Exit,0,0,2014-03-21,46.64,50.35,2014-04-10,51.46,-460.04,50.35,50.35,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,
HK_2688,SHORT,2014-04-28,54.45,76,No-Exit,0,0,2014-04-28,53.91,41.38,2014-05-22,56.81,-179.36,41.38,41.38,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044'],,,,,
HK_2333,SHORT,2014-07-11,87.75,34,2014-07-11,90.21,-83.64,No-Exit,0,0,2014-07-14,91.5,-127.5,-83.64,-83.64,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_2688', 'HK_1211', 'HK_2018', 'HK_0700'],
HK_2018,SHORT,2014-07-11,49.5,70,No-Exit,0,0,2014-07-11,49,34.83,2014-09-03,51.68,-152.6,34.83,34.83,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_0700'],,
HK_2333,SHORT,2014-09-12,95.78,42,No-Exit,0,0,2014-09-15,94.83,40.07,2014-09-19,98.03,-94.5,40.07,40.07,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018'],,,
HK_2333,SHORT,2014-10-17,91.62,53,No-Exit,0,0,No-Exit,0,0,2014-10-20,95.25,-192.39,-192.39,-192.39,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_2688', 'HK_1211', 'HK_2018'],
HK_2688,SHORT,2014-10-17,51.58,81,No-Exit,0,0,No-Exit,0,0,2014-10-20,54.35,-224.37,-224.37,-224.37,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018'],,
HK_0168,SHORT,2014-10-14,54.95,89,No-Exit,0,0,2014-10-16,54.41,48.51,2014-10-29,56.64,-150.41,48.51,48.51,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018'],,,
HK_0683,SHORT,2007-12-10,62.02,143,No-Exit,0,0,No-Exit,0,0,2014-12-31,28.2,4836.26,4836.26,4836.26,BB 20 SMA Xover Mtm,['HK_1044', 'HK_1211', 'HK_2018'],,,,,
HK_1211,SHORT,2014-09-16,52.87,92,No-Exit,0,0,2014-09-16,52.34,49.13,2014-12-31,30.55,2053.44,49.13,2053.44,BB 20 SMA Xover Mtm,['HK_1044', 'HK_2018'],,,,,,
HK_2018,SHORT,2014-09-12,48.06,96,No-Exit,0,0,2014-09-12,47.57,46.61,2014-12-31,42.1,572.16,46.61,572.16,BB 20 SMA Xover Mtm,['HK_1044', 'HK_2018'],,,,,,
HK_2018,SHORT,2014-12-02,43.86,90,No-Exit,0,0,2014-12-02,43.42,40,2014-12-31,42.1,158.4,40,158.4,BB 20 SMA Xover Mtm,['HK_1044'],,,,,,,
HK_1199,LONG,2007-08-28,41.5,169,No-Exit,0,0,2007-08-28,41.93,72.84,2007-10-22,44.88,571.22,72.84,571.22,BB 20 SMA Xover Mtm,['HK_0144', 'HK_1211', 'HK_0267'],,,,,
HK_1088,LONG,2007-10-30,50.65,113,No-Exit,0,0,2007-10-30,51.16,57.86,2007-10-31,48.84,-204.53,57.86,57.86,BB 20 SMA Xover Mtm,['HK_0144', 'HK_0683', 'HK_1199', 'HK_0267', 'HK_1211'],,,
HK_1199,LONG,2007-10-29,52,127,No-Exit,0,0,No-Exit,0,0,2007-10-31,47.94,-515.62,-515.62,-515.62,BB 20 SMA Xover Mtm,['HK_0144', 'HK_0683', 'HK_0267', 'HK_1211'],,,,
HK_1211,LONG,2007-08-24,53.15,145,2007-08-24,50.68,-358.13,2007-08-24,53.66,74.38,2007-11-07,64.95,1711.02,-358.13,1711.02,BB 20 SMA Xover Mtm,['HK_0144', 'HK_2333', 'HK_0683', 'HK_0941', 'HK_0267'],,,
HK_0267,LONG,2007-08-24,39.44,215,No-Exit,0,0,2007-08-24,39.84,85.79,2007-11-12,42.25,604.15,85.79,604.15,BB 20 SMA Xover Mtm,['HK_0144', 'HK_0683', 'HK_0941', 'HK_0700'],,,,
HK_0144,LONG,2007-08-23,38.7,251,No-Exit,0,0,2007-08-27,39.1,99.9,2007-11-12,47.22,2138.52,99.9,2138.52,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0683', 'HK_0941', 'HK_0700'],,,,
HK_0683,LONG,2007-10-26,62.22,112,No-Exit,0,0,2007-10-26,62.9,76.61,2007-11-20,59.95,-254.24,76.61,76.61,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0941', 'HK_0700'],,,,,
HK_0363,LONG,2007-12-07,37.27,263,No-Exit,0,0,2007-12-07,37.63,95.47,2007-12-12,35.65,-426.06,95.47,95.47,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0914'],,,,,,
HK_1088,LONG,2008-02-18,42.5,213,No-Exit,0,0,2008-02-18,42.91,88.39,2008-02-20,40.83,-355.71,88.39,88.39,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941'],,,,,,
HK_1088,LONG,2008-02-28,41.36,183,2008-02-28,39.9,-267.18,No-Exit,0,0,2008-02-29,40.52,-153.72,-267.18,-153.72,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0683', 'HK_0941'],,,,,
HK_0941,LONG,2008-02-28,121.1,71,No-Exit,0,0,No-Exit,0,0,2008-03-03,116,-362.1,-362.1,-362.1,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0683', 'HK_0941'],,,,,
HK_0683,LONG,2008-02-28,52.8,188,No-Exit,0,0,2008-02-28,53.33,100.2,2008-03-04,50.91,-355.32,100.2,100.2,BB 20 SMA Xover Mtm,['HK_0144', 'HK_2338', 'HK_0683', 'HK_0941'],,,,
HK_0683,LONG,2008-03-31,48.58,182,No-Exit,0,0,No-Exit,0,0,2008-04-01,45.45,-569.66,-569.66,-569.66,BB 20 SMA Xover Mtm,['HK_0144', 'HK_0683', 'HK_0941', 'HK_0267'],,,,
HK_0144,LONG,2008-03-31,37.12,276,No-Exit,0,0,2008-03-31,37.49,102.12,2008-05-09,35.51,-444.36,102.12,102.12,BB 20 SMA Xover Mtm,['HK_0683'],,,,,,,
HK_0683,LONG,2008-04-18,47.8,200,No-Exit,0,0,2008-04-22,48.28,96.2,2008-06-23,45.33,-494,96.2,96.2,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_0914'],,,,,
HK_0683,LONG,2008-07-24,41.5,252,No-Exit,0,0,No-Exit,0,0,2008-07-28,38.55,-743.4,-743.4,-743.4,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941'],,,,,,
HK_0941,LONG,2009-01-05,84,117,No-Exit,0,0,2009-01-05,84.85,99.45,2009-01-07,78.33,-663.39,99.45,99.45,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0700'],,,,,,
HK_0700,LONG,2008-12-09,48.95,222,No-Exit,0,0,2008-12-09,49.44,108.11,2009-01-08,46.59,-523.92,108.11,108.11,BB 20 SMA Xover Mtm,['HK_0683'],,,,,,,
HK_0700,LONG,2009-02-09,47.4,227,No-Exit,0,0,2009-02-11,47.87,106.12,2009-02-24,44.86,-576.58,106.12,106.12,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941'],,,,,,
HK_0941,LONG,2009-03-25,67.92,152,No-Exit,0,0,2009-03-27,68.63,107.62,2009-04-01,65.88,-310.08,107.62,107.62,BB 20 SMA Xover Mtm,['HK_0683'],,,,,,,
HK_0914,LONG,2009-04-15,45.4,226,No-Exit,0,0,2009-04-15,45.86,103.96,2009-04-22,43.22,-492.68,103.96,103.96,BB 20 SMA Xover Mtm,['HK_0683'],,,,,,,
HK_0941,LONG,2009-06-29,79.49,114,No-Exit,0,0,No-Exit,0,0,2009-06-30,77.69,-205.2,-205.2,-205.2,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941'],,,,,,
HK_0941,LONG,2009-09-11,80.4,79,2009-09-11,78.68,-135.88,2009-09-11,81.2,63.2,2009-09-14,78.25,-169.85,-135.88,-135.88,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_0363', 'HK_1211', 'HK_0914', 'HK_0700'],,
HK_0941,LONG,2009-09-18,79.28,80,No-Exit,0,0,2009-09-22,80.07,62.96,2009-09-28,77.05,-178.4,62.96,62.96,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_0363', 'HK_1211', 'HK_0914', 'HK_0700'],,
HK_0914,LONG,2009-09-08,52.67,115,No-Exit,0,0,2009-09-08,53.21,61.64,2009-10-02,50.61,-236.9,61.64,61.64,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_0363', 'HK_1211', 'HK_0700'],,,
HK_0683,LONG,2009-09-08,37.95,188,No-Exit,0,0,2009-09-10,38.34,73.6,2009-10-06,36.55,-263.2,73.6,73.6,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_0363', 'HK_1211', 'HK_0700'],,,
HK_0914,LONG,2009-10-08,55.7,96,No-Exit,0,0,2009-10-12,56.28,55.68,2009-10-19,53.75,-187.19,55.68,55.68,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_0363', 'HK_1211', 'HK_0700'],,,
HK_0941,LONG,2009-10-14,78.48,74,No-Exit,0,0,2009-10-19,79.26,57.76,2009-10-22,76.67,-133.94,57.76,57.76,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_0363', 'HK_1211', 'HK_0700'],,,
HK_0700,LONG,2009-11-11,145,43,No-Exit,0,0,2009-11-11,146.49,64.16,2009-11-27,139.86,-221.02,64.16,64.16,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_0363', 'HK_1211', 'HK_0700'],,,
HK_0941,LONG,2009-11-19,76.91,74,No-Exit,0,0,2009-11-19,77.68,57.31,2009-11-27,73.05,-285.64,57.31,57.31,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_0363', 'HK_1211', 'HK_0700'],,,
HK_0683,LONG,2009-10-08,41.7,174,No-Exit,0,0,2009-10-12,42.12,72.73,2009-11-27,38.8,-504.6,72.73,72.73,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_0363', 'HK_1211', 'HK_0700'],,,
HK_0914,LONG,2009-12-03,51.96,122,No-Exit,0,0,2009-12-03,52.48,63.99,2009-12-09,50.05,-233.02,63.99,63.99,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0941', 'HK_1211', 'HK_0700'],,,,
HK_0941,LONG,2009-05-05,73.17,139,No-Exit,0,0,2009-05-05,73.9,101.61,2009-12-29,69,-579.63,101.61,101.61,BB 20 SMA Xover Mtm,['HK_1088', 'HK_0683', 'HK_1211', 'HK_0914', 'HK_0700'],,,
HK_0941,LONG,2010-03-18,76.25,86,2010-03-18,74.59,-142.76,2010-03-18,77.01,65.7,2010-03-25,74.5,-150.5,-142.76,-142.76,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1211', 'HK_0700'],,,,
HK_0700,LONG,2010-04-12,163.01,32,No-Exit,0,0,2010-04-12,164.63,51.71,2010-04-16,157.89,-163.84,51.71,51.71,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0392', 'HK_0683', 'HK_1211', 'HK_0914', 'HK_0700'],,
HK_0392,LONG,2010-03-09,51.91,139,No-Exit,0,0,2010-03-11,52.44,74.09,2010-04-22,48.98,-407.27,74.09,74.09,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0683', 'HK_1211', 'HK_0914', 'HK_0700'],,,
HK_0914,LONG,2010-03-29,50.25,130,No-Exit,0,0,2010-03-29,50.75,64.48,2010-04-28,48.6,-214.5,64.48,64.48,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0683', 'HK_1211', 'HK_0700'],,,,
HK_2338,LONG,2010-03-31,63.83,93,No-Exit,0,0,2010-03-31,64.48,60.45,2010-05-05,60.8,-281.78,60.45,60.45,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0683', 'HK_1211', 'HK_0700'],,,,
HK_0700,LONG,2009-10-08,128.9,48,No-Exit,0,0,2009-10-08,130.21,62.64,2010-06-17,125.07,-183.84,62.64,62.64,BB 20 SMA Xover Mtm,['HK_0683', 'HK_1211', 'HK_0700'],,,,,
HK_2338,LONG,2010-06-22,56.76,134,No-Exit,0,0,No-Exit,0,0,2010-06-23,53.95,-376.54,-376.54,-376.54,BB 20 SMA Xover Mtm,['HK_0683', 'HK_1211', 'HK_0700'],,,,,
HK_0392,LONG,2010-09-28,55.3,133,2010-09-28,54.1,-159.6,No-Exit,0,0,2010-09-30,54.2,-146.3,-159.6,-146.3,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_0941', 'HK_0700'],,,,
HK_0914,LONG,2010-10-14,36.86,200,No-Exit,0,0,2010-10-14,37.22,72.4,2010-10-18,33.81,-610,72.4,72.4,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_0700'],,,,,
HK_0683,LONG,2010-11-02,45.5,162,No-Exit,0,0,2010-11-04,45.95,73.47,2010-11-12,43.25,-364.5,73.47,73.47,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_0941', 'HK_0700'],,,,
HK_0941,LONG,2010-11-05,82.8,87,No-Exit,0,0,No-Exit,0,0,2010-11-12,80.17,-228.81,-228.81,-228.81,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_0700'],,,,,
HK_0392,LONG,2010-11-12,54.39,119,No-Exit,0,0,2010-11-12,54.94,64.86,2010-11-16,53.08,-155.89,64.86,64.86,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_0700'],,,,,
HK_0392,LONG,2010-08-03,52.92,139,No-Exit,0,0,2010-08-05,53.46,75.69,2010-11-17,51.25,-232.13,75.69,75.69,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0683', 'HK_0700'],,,,,
HK_2338,LONG,2010-12-14,55.8,140,No-Exit,0,0,2010-12-16,56.35,77,2010-12-20,52.06,-523.6,77,77,BB 20 SMA Xover Mtm,['HK_2333', 'HK_0683', 'HK_0700'],,,,,
HK_1044,LONG,2011-01-05,71.9,98,No-Exit,0,0,No-Exit,0,0,2011-01-10,67.12,-468.44,-468.44,-468.44,BB 20 SMA Xover Mtm,['HK_2333', 'HK_0683', 'HK_0700'],,,,,
HK_1211,LONG,2011-01-13,43.18,146,No-Exit,0,0,No-Exit,0,0,2011-01-18,41.51,-243.82,-243.82,-243.82,BB 20 SMA Xover Mtm,['HK_2338', 'HK_2333', 'HK_0683', 'HK_0700'],,,,
HK_2333,LONG,2011-01-12,76.5,93,No-Exit,0,0,2011-01-12,77.26,71.01,2011-01-26,35.94,-3772.08,71.01,71.01,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0683', 'HK_0700'],,,,,
HK_2338,LONG,2011-01-17,51.8,113,No-Exit,0,0,2011-01-19,52.32,59.32,2011-02-10,49.1,-305.1,59.32,59.32,BB 20 SMA Xover Mtm,['HK_0683', 'HK_0700'],,,,,,
HK_0700,LONG,2011-03-01,210,28,No-Exit,0,0,2011-03-01,212.11,59.14,2011-03-17,198,-336,59.14,59.14,BB 20 SMA Xover Mtm,['HK_2333', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0914', 'HK_0700'],,
HK_0914,LONG,2011-03-01,38.3,132,No-Exit,0,0,2011-03-01,38.69,51.81,2011-04-28,37.5,-105.59,51.81,51.81,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
