Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,LONG,2008-10-29,14.42,6588,No-Exit,0.0,0.0,2008-11-03,15.13,4696.30,4696.30,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG-SPY-NULL,2008-10-31,80.43,59,No-Exit,0.0,0.0,2008-11-06,77.16,-192.93,0.0,BB 20 SMA Xover Mtm,['TAP', 'HUM']
HUM,LONG,2008-11-06,36.37,1305,No-Exit,0.0,0.0,2008-11-12,33.22,-4110.75,-4110.75,BB 20 SMA Xover Mtm,['AAPL', 'TAP']
AAPL,SHORT,2008-11-07,14.02,545,No-Exit,0.0,0.0,2008-11-13,13.68,185.30,185.30,BB 20 SMA Xover Mtm,['TAP']
TAP,LONG,2008-11-06,43.55,1125,No-Exit,0.0,0.0,2008-11-25,42.88,-753.75,-753.75,BB 20 SMA Xover Mtm,[]
AMZN,LONG-SPY-NULL,2008-12-04,45.94,2076,No-Exit,0.0,0.0,2008-12-10,48.64,5605.20,0.0,BB 20 SMA Xover Mtm,[]
RIG,LONG,2009-01-05,52.53,1906,No-Exit,0.0,0.0,2009-01-08,54.22,3221.14,3221.14,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2009-01-06,13.71,369,No-Exit,0.0,0.0,2009-01-14,12.14,-578.28,-578.28,BB 20 SMA Xover Mtm,['GD', 'FSLR']
FSLR,SHORT,2009-01-14,137.01,352,No-Exit,0.0,0.0,2009-01-15,143.38,-2242.24,-2242.24,BB 20 SMA Xover Mtm,['GD']
GD,SHORT,2009-01-14,54.48,902,No-Exit,0.0,0.0,2009-01-26,54.42,54.12,54.12,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2009-01-23,12.75,7571,No-Exit,0.0,0.0,2009-01-30,13.03,2119.88,2119.88,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-02-20,12.77,8003,No-Exit,0.0,0.0,2009-02-25,13.16,-3109.74,-3109.74,BB 20 SMA Xover Mtm,[]
AMZN,SHORT,2009-03-09,61.07,1631,No-Exit,0.0,0.0,2009-03-10,65.42,-7094.85,-7094.85,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-03-12,13.37,6949,No-Exit,0.0,0.0,2009-03-30,14.93,10840.44,10840.44,BB 20 SMA Xover Mtm,[]
CME,LONG,2009-05-06,50.06,2066,No-Exit,0.0,0.0,2009-05-20,55.79,11838.18,11838.18,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2009-05-13,17.60,281,No-Exit,0.0,0.0,2009-05-26,18.69,-306.29,-306.29,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-07-13,19.99,5711,No-Exit,0.0,0.0,2009-07-21,21.90,10899.85,10899.85,BB 20 SMA Xover Mtm,[]
FSLR,LONG,2009-09-09,136.60,917,No-Exit,0.0,0.0,2009-09-14,131.78,-4419.94,-4419.94,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-12-01,28.27,4256,2009-12-01,28.94,-2851.52,2009-12-09,27.89,1617.28,-2851.52,BB 20 SMA Xover Mtm,[]
EOG,LONG,2009-12-15,45.65,2669,No-Exit,0.0,0.0,2009-12-29,49.49,10248.96,10248.96,BB 20 SMA Xover Mtm,['FDX', 'AAPL']
AAPL,LONG,2009-12-22,28.60,198,No-Exit,0.0,0.0,2009-12-30,29.83,244.11,244.11,BB 20 SMA Xover Mtm,['FDX']
FDX,SHORT,2009-12-18,83.63,73,No-Exit,0.0,0.0,2010-01-12,86.44,-205.13,-205.13,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2010-01-07,216.89,606,No-Exit,0.0,0.0,2010-01-20,210.86,3654.18,3654.18,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-01-22,29.43,4590,No-Exit,0.0,0.0,2010-02-03,28.10,6104.70,6104.70,BB 20 SMA Xover Mtm,[]
CME,LONG,2010-02-25,58.70,2400,No-Exit,0.0,0.0,2010-03-09,61.38,6432.00,6432.00,BB 20 SMA Xover Mtm,['QCOM']
QCOM,LONG,2010-03-04,39.08,180,No-Exit,0.0,0.0,2010-03-29,41.77,484.20,484.20,BB 20 SMA Xover Mtm,[]
