Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,Intra-Day-Exit-PorL,Intra-Day-Exit-Date,Exit-Date,Exit-Price,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,PorL,Current-Pos
ODFL,LONG,2008-03-25,14.69,6465,100000.00,100000.00,99569.00,5007.60,0.0,2008-03-25,2008-03-26,14.38,99569.00,5007.60,98003.03,98003.03,-1996.97,[]
ODFL,SHORT,2011-09-23,18.68,4984,98003.03,98003.03,94132.13,94132.13,-2076.66666667,2011-09-23,2011-09-26,19.65,94132.13,94132.13,93135.33,93135.33,-4867.71,[]
