Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,Intra-Day-Exit-PorL,Intra-Day-Exit-Date,Exit-Date,Exit-Price,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,PorL,Current-Pos
FDX,SHORT,2009-01-15,55.30,1717,100000.00,100000.00,97988.30,97988.30,0.0,2009-01-15,2009-01-16,57.26,97988.30,97988.30,96630.61,96630.61,-3369.39,[]
FDX,LONG,2009-10-15,78.26,1063,96630.61,96630.61,96960.90,13439.48,0.0,2009-10-15,2009-10-16,77.21,96960.90,13439.48,95515.89,95515.89,-1114.72,[]
FDX,SHORT,2012-04-10,86.80,946,95515.89,95515.89,96899.71,96899.71,0.0,2012-04-10,2012-04-11,87.13,96899.71,96899.71,95203.72,95203.72,-312.17,[]
FDX,SHORT,2012-11-15,85.72,899,95203.72,95203.72,95381.40,95381.40,0.0,2012-11-15,2012-11-19,86.02,95745.65,95745.65,94928.31,94928.31,-275.41,[]
FDX,LONG,2013-05-08,98.91,731,94928.31,94928.31,96485.98,22623.31,0.0,2013-05-08,2013-05-09,100.67,96485.98,22623.31,96210.67,96210.67,1282.36,[]
FDX,LONG,2013-07-10,104.17,706,96210.67,96210.67,94844.16,22664.30,0.0,2013-07-10,2013-07-12,101.31,95825.25,22664.30,94192.44,94192.44,-2018.23,[]
FDX,SHORT,2014-01-27,133.71,536,94192.44,94192.44,95483.14,95483.14,0.0,2014-01-27,2014-01-28,131.71,95483.14,95483.14,95264.44,95264.44,1072.00,[]
