Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,Intra-Day-Exit-PorL,Intra-Day-Exit-Date,Exit-Date,Exit-Price,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,PorL,Current-Pos
WHR,LONG,2008-04-02,77.08,1232,100000.00,100000.00,99236.63,5033.09,0.0,2008-04-02,2008-04-03,75.63,99236.63,5033.09,98205.06,98205.06,-1794.94,[]
WHR,SHORT,2008-10-03,63.62,1466,98205.06,98205.06,103170.79,103170.79,0.0,2008-10-03,2008-10-13,58.63,108422.05,108422.05,105529.51,105529.51,7324.45,[]
WHR,LONG,2010-02-19,75.90,1224,105529.51,105529.51,105114.46,12633.73,0.0,2010-02-19,2010-02-23,74.97,104950.62,12633.73,104393.57,104393.57,-1135.94,[]
WHR,SHORT,2010-05-21,82.95,1102,104393.57,104393.57,97484.32,97484.32,-3133.65043745,2010-05-21,2010-05-24,89.49,97484.32,97484.32,97186.51,97186.51,-7207.07,[]
WHR,SHORT,2010-06-30,80.01,993,97186.51,97186.51,98081.03,98081.03,0.0,2010-06-30,2010-07-02,78.04,100290.49,100290.49,99145.50,99145.50,1959.00,[]
WHR,LONG,2013-01-03,103.50,738,99145.50,99145.50,98782.83,22763.01,0.0,2013-01-03,2013-01-04,102.53,98782.83,22763.01,98427.26,98427.26,-718.24,[]
WHR,SHORT,2014-01-27,142.62,530,98427.26,98427.26,99889.08,99889.08,0.0,2014-01-27,2014-01-28,140.62,99889.08,99889.08,99487.26,99487.26,1060.00,[]
