Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,Intra-Day-Exit-PorL,Intra-Day-Exit-Date,Exit-Date,Exit-Price,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,PorL,Current-Pos
AGN,LONG,2011-06-29,68.49,1387,100000.00,100000.00,99556.16,5004.37,0.0,2011-06-29,2011-07-07,69.93,102413.38,5004.37,101997.28,101997.28,1997.28,[]
AGN,LONG,2012-03-22,64.66,1498,101997.28,101997.28,104154.40,5136.60,0.0,2012-03-22,2012-03-28,65.69,104963.32,5136.60,103540.22,103540.22,1542.94,[]
AGN,LONG,2014-01-09,179.64,552,103540.22,103540.22,103705.82,4378.94,0.0,2014-01-09,2014-01-13,181.64,105571.58,4378.94,104644.22,104644.22,1104.00,[]
AGN,SHORT,2014-10-14,221.35,449,104644.22,104644.22,104320.94,104320.94,0.0,2014-10-14,2014-10-16,219.35,106489.61,106489.61,105542.22,105542.22,898.00,[]
AGN,LONG,2014-11-19,269.86,363,105542.22,105542.22,104155.56,7583.04,0.0,2014-11-19,2014-11-20,264.58,104155.56,7583.04,103625.58,103625.58,-1916.64,[]
