Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,Intra-Day-Exit-PorL,Intra-Day-Exit-Date,Exit-Date,Exit-Price,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,PorL,Current-Pos
CP,LONG,2009-05-04,35.26,2693,100000.00,100000.00,103066.64,5033.97,0.0,2009-05-04,2009-05-07,35.87,102343.61,5033.97,101633.05,101633.05,1633.05,[]
CP,SHORT,2009-10-28,40.17,2403,101633.05,101633.05,103825.49,103825.49,0.0,2009-10-28,2009-10-30,40.75,100648.69,100648.69,100257.18,100257.18,-1375.87,[]
CP,LONG,2011-10-19,53.70,1549,100257.18,100257.18,100115.13,17073.85,0.0,2011-10-19,2011-10-25,55.70,105868.84,17073.85,103355.18,103355.18,3098.00,[]
CP,LONG,2012-12-06,96.40,894,103355.18,103355.18,104878.38,17171.41,0.0,2012-12-06,2012-12-11,98.40,105666.25,17171.41,105143.18,105143.18,1788.00,[]
CP,SHORT,2013-06-06,119.13,737,105143.18,105143.18,101694.06,101694.06,-2083.99135216,2013-06-06,2013-06-07,124.31,101694.06,101694.06,101323.74,101323.74,-3819.44,[]
