Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,Intra-Day-Exit-PorL,Intra-Day-Exit-Date,Exit-Date,Exit-Price,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,PorL,Current-Pos
VRX,SHORT,2011-09-22,35.85,2554,100000.00,100000.00,98467.60,98467.60,0.0,2011-09-22,2011-09-23,36.62,98467.60,98467.60,98020.65,98020.65,-1979.35,[]
VRX,LONG,2014-02-19,147.40,545,98020.65,98020.65,96723.55,17687.65,0.0,2014-02-19,2014-02-21,146.09,98347.65,17687.65,97306.70,97306.70,-713.95,[]
