Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,Intra-Day-Exit-PorL,Intra-Day-Exit-Date,Exit-Date,Exit-Price,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,PorL,Current-Pos
GD,LONG,2008-07-24,76.01,1249,100000.00,100000.00,97298.40,5062.47,-3326.6806195,2008-07-24,2008-07-29,74.31,98198.93,5062.47,97881.10,97881.10,-2118.90,[]
GD,LONG,2010-02-19,63.63,1461,97881.10,97881.10,98421.95,4918.03,0.0,2010-02-19,2010-02-23,63.70,98370.44,4918.03,97984.12,97984.12,103.02,[]
GD,LONG,2014-01-23,99.19,938,97984.12,97984.12,98676.50,4939.61,0.0,2014-01-23,2014-01-24,97.88,98676.50,4939.61,96747.31,96747.31,-1236.81,[]
GD,LONG,2014-10-24,131.09,701,96747.31,96747.31,97735.72,4853.22,0.0,2014-10-24,2014-11-07,141.06,104086.78,4853.22,103736.28,103736.28,6988.97,[]
