Stock Symbol
AGN
AXP
EOG
EXC
CPB
SRCL
WU
YUM
JWN
NFLX
TAP
VNO
VRTX
BWA
HSP
HST
RIG
HSY
DLPH
AAPL
SPG
WEC
FIS
GT
GIS
FITB
MJN
EQR
EQT
GPC
GE
GD
VAR
AMZN
HAS
THC
CTXS
GPS
MAS
MAR
MAT
PHM
FOXA
SNI
MAC
BRCM
KIM
JNJ
SYY
XYL
TSN
AEP
AES
BEN
AET
CMI
CMG
CME
EMN
HCP
DTE
AMAT
AEE
KLAC
EMR
FDX
DTV
CRM
ROK
VLO
HUM
PX
PCLN
NWL
PH
FSLR
PM
DISCA
GRMN
FTR
MHK
K
FFIV
BLL
QCOM
XRX
BLK
FTI
HCN
SJM
BBT
UNM
XEC
KO
MMM
KR
MSI
DHI
