Ticker,Details,Date,Open,High,Low,Close,Volume
VIAB,Viacom Inc. @ NASDAQ,12/01/2011,41.96,42.54,39.48,40.2,5594203
VIAB,Viacom Inc. @ NASDAQ,12/02/2011,40.29,40.77,39.69,39.74,5090253
VIAB,Viacom Inc. @ NASDAQ,12/05/2011,40.42,40.68,38.89,39.28,6007245
VIAB,Viacom Inc. @ NASDAQ,12/06/2011,39.24,40.42,38.97,39.91,6318211
VIAB,Viacom Inc. @ NASDAQ,12/07/2011,39.63,41.49,39.2,41.06,5210379
VIAB,Viacom Inc. @ NASDAQ,12/08/2011,40.72,40.85,40.05,40.13,3341000
VIAB,Viacom Inc. @ NASDAQ,12/09/2011,40.44,41.51,40.31,41.13,3534384
VIAB,Viacom Inc. @ NASDAQ,12/12/2011,40.64,40.74,39.78,40.28,4954944
VIAB,Viacom Inc. @ NASDAQ,12/13/2011,40.64,40.94,40.18,40.32,3898664
VIAB,Viacom Inc. @ NASDAQ,12/14/2011,40.02,40.11,39.59,39.74,2625756
VIAB,Viacom Inc. @ NASDAQ,12/15/2011,40.06,40.65,39.72,40.3,3451086
VIAB,Viacom Inc. @ NASDAQ,12/16/2011,40.65,40.94,39.73,40.09,7982812
VIAB,Viacom Inc. @ NASDAQ,12/19/2011,40.45,40.6,39.36,39.46,2974544
VIAB,Viacom Inc. @ NASDAQ,12/20/2011,40.28,41.2,39.95,40.98,2672445
VIAB,Viacom Inc. @ NASDAQ,12/21/2011,40.82,41.13,40.68,41,2295089
VIAB,Viacom Inc. @ NASDAQ,12/22/2011,41.14,42.19,40.92,42.02,3054000
VIAB,Viacom Inc. @ NASDAQ,12/23/2011,42.2,42.71,42.07,42.46,2226566
VIAB,Viacom Inc. @ NASDAQ,12/27/2011,42.27,42.95,42.27,42.43,1967506
VIAB,Viacom Inc. @ NASDAQ,12/28/2011,42.43,42.61,42.05,42.25,1380800
VIAB,Viacom Inc. @ NASDAQ,12/29/2011,42.47,43.15,42.46,43.1,1632599
VIAB,Viacom Inc. @ NASDAQ,12/30/2011,43.01,43.39,42.58,42.58,1928881
VIAB,Viacom Inc. @ NASDAQ,01/03/2012,43.46,43.78,42.8,43.05,3495940
VIAB,Viacom Inc. @ NASDAQ,01/04/2012,43.06,43.25,42.38,43.04,3714504
VIAB,Viacom Inc. @ NASDAQ,01/05/2012,42.9,44.12,42.8,44.04,3879287
VIAB,Viacom Inc. @ NASDAQ,01/06/2012,44.07,44.59,43.88,44.49,4181600
VIAB,Viacom Inc. @ NASDAQ,01/09/2012,44.3,44.5,43.42,43.7,5621084
VIAB,Viacom Inc. @ NASDAQ,01/10/2012,43.7,44.45,43.37,44,3647794
VIAB,Viacom Inc. @ NASDAQ,01/11/2012,43.79,44.46,43.46,44.33,2366602
VIAB,Viacom Inc. @ NASDAQ,01/12/2012,44.4,45,44.3,44.9,3218730
VIAB,Viacom Inc. @ NASDAQ,01/13/2012,44.46,44.73,43.27,43.97,4174151
VIAB,Viacom Inc. @ NASDAQ,01/17/2012,44.51,45.16,44.36,44.6,4101598
VIAB,Viacom Inc. @ NASDAQ,01/18/2012,44.44,45.18,44.3,45.06,2843800
VIAB,Viacom Inc. @ NASDAQ,01/19/2012,45.35,45.8,44.78,45.55,4335714
VIAB,Viacom Inc. @ NASDAQ,01/20/2012,45.69,45.71,44.35,44.66,5014800
VIAB,Viacom Inc. @ NASDAQ,01/23/2012,44.51,45.08,44.36,44.77,3602906
VIAB,Viacom Inc. @ NASDAQ,01/24/2012,44.47,45.12,44.28,45.01,4629781
VIAB,Viacom Inc. @ NASDAQ,01/25/2012,44.89,45.79,44.55,45.34,5003844
VIAB,Viacom Inc. @ NASDAQ,01/26/2012,45.34,45.59,44.88,45.02,2975750
VIAB,Viacom Inc. @ NASDAQ,01/27/2012,44.89,45.15,44.7,44.84,2577058
VIAB,Viacom Inc. @ NASDAQ,01/30/2012,44.61,45.3,44.12,44.91,3016745
VIAB,Viacom Inc. @ NASDAQ,01/31/2012,45.05,45.45,43.98,44.11,5597600
VIAB,Viacom Inc. @ NASDAQ,02/01/2012,44.13,45.01,44.04,44.04,5856807
VIAB,Viacom Inc. @ NASDAQ,02/02/2012,42.51,45.07,42.09,43.78,12548000
VIAB,Viacom Inc. @ NASDAQ,02/03/2012,44.75,45.36,44.11,45.35,4977799
VIAB,Viacom Inc. @ NASDAQ,02/06/2012,45.1,45.78,45.1,45.68,4581063
VIAB,Viacom Inc. @ NASDAQ,02/07/2012,45.36,45.9,45.16,45.76,3224684
VIAB,Viacom Inc. @ NASDAQ,02/08/2012,45.71,46.41,45.71,46.29,5556159
VIAB,Viacom Inc. @ NASDAQ,02/09/2012,46.31,46.67,45.84,46.3,3505763
VIAB,Viacom Inc. @ NASDAQ,02/10/2012,46.05,46.23,45.54,46.15,2529815
VIAB,Viacom Inc. @ NASDAQ,02/13/2012,46.41,46.64,45.96,46.31,3301002
VIAB,Viacom Inc. @ NASDAQ,02/14/2012,46.13,46.22,45.68,45.98,3013806
VIAB,Viacom Inc. @ NASDAQ,02/15/2012,46.1,46.26,45.36,45.45,3587408
VIAB,Viacom Inc. @ NASDAQ,02/16/2012,45.37,45.95,45.12,45.85,4199658
VIAB,Viacom Inc. @ NASDAQ,02/17/2012,45.97,46.16,45.55,45.66,3532921
VIAB,Viacom Inc. @ NASDAQ,02/21/2012,45.56,45.92,45.13,45.36,2876073
VIAB,Viacom Inc. @ NASDAQ,02/22/2012,45.38,45.57,44.64,44.79,2604191
VIAB,Viacom Inc. @ NASDAQ,02/23/2012,44.62,44.83,44.28,44.53,3612170
VIAB,Viacom Inc. @ NASDAQ,02/24/2012,44.53,44.94,44.42,44.49,2133941
VIAB,Viacom Inc. @ NASDAQ,02/27/2012,44,44.4,43.5,43.98,4236759
VIAB,Viacom Inc. @ NASDAQ,02/28/2012,43.82,44.45,43.59,44.22,5844053
VIAB,Viacom Inc. @ NASDAQ,02/29/2012,44.21,45.33,44.1,44.69,5191900
VIAB,Viacom Inc. @ NASDAQ,03/01/2012,45.13,45.95,44.28,45.79,6869056
VIAB,Viacom Inc. @ NASDAQ,03/02/2012,45.67,45.72,45.05,45.46,4937697
VIAB,Viacom Inc. @ NASDAQ,03/05/2012,45.48,45.54,44.94,45.45,3355600
VIAB,Viacom Inc. @ NASDAQ,03/06/2012,45.16,45.17,44.24,44.3,3562648
VIAB,Viacom Inc. @ NASDAQ,03/07/2012,44.26,45.14,44.15,44.47,2432741
VIAB,Viacom Inc. @ NASDAQ,03/08/2012,44.79,45.59,44.6,45.29,3417141
VIAB,Viacom Inc. @ NASDAQ,03/09/2012,45.54,46.04,44.76,44.81,2978985
VIAB,Viacom Inc. @ NASDAQ,03/12/2012,44.99,44.99,44.48,44.58,1965600
VIAB,Viacom Inc. @ NASDAQ,03/13/2012,44.93,45.38,44.54,45.27,5477711
VIAB,Viacom Inc. @ NASDAQ,03/14/2012,45.28,45.38,44.51,44.76,3673833
VIAB,Viacom Inc. @ NASDAQ,03/15/2012,44.75,44.87,44.24,44.4,4176872
VIAB,Viacom Inc. @ NASDAQ,03/16/2012,44.37,44.95,44.36,44.89,7707259
VIAB,Viacom Inc. @ NASDAQ,03/19/2012,44.67,45.72,44.39,45.68,3180400
VIAB,Viacom Inc. @ NASDAQ,03/20/2012,45.36,45.4,44.88,44.93,2920674
VIAB,Viacom Inc. @ NASDAQ,03/21/2012,44.96,44.96,44.43,44.43,3816085
VIAB,Viacom Inc. @ NASDAQ,03/22/2012,44.11,44.44,43.86,44,3114155
VIAB,Viacom Inc. @ NASDAQ,03/23/2012,44.15,44.35,43.95,43.96,4227270
VIAB,Viacom Inc. @ NASDAQ,03/26/2012,44.27,44.55,43.87,44.37,4321546
VIAB,Viacom Inc. @ NASDAQ,03/27/2012,44.38,45.1,44.35,44.92,2773955
VIAB,Viacom Inc. @ NASDAQ,03/28/2012,44.79,45.25,44.37,44.46,3078000
VIAB,Viacom Inc. @ NASDAQ,03/29/2012,44.59,44.65,43.98,44.62,3813070
VIAB,Viacom Inc. @ NASDAQ,03/30/2012,44.7,45.03,44.41,44.74,3345420
VIAB,Viacom Inc. @ NASDAQ,04/02/2012,44.85,44.85,44.24,44.44,3754129
VIAB,Viacom Inc. @ NASDAQ,04/03/2012,44.29,44.73,43.94,44.28,3369222
VIAB,Viacom Inc. @ NASDAQ,04/04/2012,43.82,43.99,43.12,43.74,5277540
VIAB,Viacom Inc. @ NASDAQ,04/05/2012,43.46,44.68,43.44,44.55,5199891
VIAB,Viacom Inc. @ NASDAQ,04/09/2012,44.17,44.33,43.76,44.07,3635292
VIAB,Viacom Inc. @ NASDAQ,04/10/2012,43.96,44.36,43.48,43.59,5101143
VIAB,Viacom Inc. @ NASDAQ,04/11/2012,44.02,44.12,43.53,43.74,3152729
VIAB,Viacom Inc. @ NASDAQ,04/12/2012,43.63,44.44,43.55,44.38,4223368
VIAB,Viacom Inc. @ NASDAQ,04/13/2012,44.53,44.53,43.99,44.1,4406400
VIAB,Viacom Inc. @ NASDAQ,04/16/2012,44.11,44.2,43.44,43.74,3436281
VIAB,Viacom Inc. @ NASDAQ,04/17/2012,44.03,44.66,43.99,44.44,2326585
VIAB,Viacom Inc. @ NASDAQ,04/18/2012,44.23,44.65,43.97,44.57,2177695
VIAB,Viacom Inc. @ NASDAQ,04/19/2012,44.6,44.95,44.36,44.55,3015085
VIAB,Viacom Inc. @ NASDAQ,04/20/2012,44.81,44.89,44.15,44.57,3220465
VIAB,Viacom Inc. @ NASDAQ,04/23/2012,44.29,44.29,43.61,43.73,3730674
VIAB,Viacom Inc. @ NASDAQ,04/24/2012,43.8,44.03,43.27,43.48,4078600
VIAB,Viacom Inc. @ NASDAQ,04/25/2012,43.85,44.38,43.55,44.24,2890200
VIAB,Viacom Inc. @ NASDAQ,04/26/2012,44.37,44.87,43.96,44.72,2903119
VIAB,Viacom Inc. @ NASDAQ,04/27/2012,44.9,45,44.44,44.65,3288898
VIAB,Viacom Inc. @ NASDAQ,04/30/2012,44.56,44.59,43.65,43.73,4118136
VIAB,Viacom Inc. @ NASDAQ,05/01/2012,43.72,44.18,43.69,43.94,5897800
VIAB,Viacom Inc. @ NASDAQ,05/02/2012,43.83,44.89,43.56,44.71,5090131
VIAB,Viacom Inc. @ NASDAQ,05/03/2012,43.62,46.99,43.51,46.21,9752500
VIAB,Viacom Inc. @ NASDAQ,05/04/2012,45.69,46.08,45.04,45.48,5305854
VIAB,Viacom Inc. @ NASDAQ,05/07/2012,45.43,45.72,45.12,45.2,4983671
VIAB,Viacom Inc. @ NASDAQ,05/08/2012,44.94,45.2,44.01,44.28,5630600
VIAB,Viacom Inc. @ NASDAQ,05/09/2012,43.71,45.13,43.71,44.41,5207665
VIAB,Viacom Inc. @ NASDAQ,05/10/2012,44.82,45.27,44.73,45.14,3478659
VIAB,Viacom Inc. @ NASDAQ,05/11/2012,44.97,45.45,44.74,44.95,3043106
VIAB,Viacom Inc. @ NASDAQ,05/14/2012,44.37,45.06,44.29,44.99,4414256
VIAB,Viacom Inc. @ NASDAQ,05/15/2012,44.87,44.98,44.19,44.29,4154617
VIAB,Viacom Inc. @ NASDAQ,05/16/2012,44.63,45.23,44.32,44.54,4388000
VIAB,Viacom Inc. @ NASDAQ,05/17/2012,44.67,44.81,43.99,44.02,3150583
VIAB,Viacom Inc. @ NASDAQ,05/18/2012,44.17,44.33,43.19,43.25,4042113
VIAB,Viacom Inc. @ NASDAQ,05/21/2012,43.43,44.26,43.18,44.21,2960666
VIAB,Viacom Inc. @ NASDAQ,05/22/2012,44.27,44.88,43.9,44.19,3147278
VIAB,Viacom Inc. @ NASDAQ,05/23/2012,44.01,44.65,43.55,44.5,3222988
VIAB,Viacom Inc. @ NASDAQ,05/24/2012,44.95,46.09,44.91,45.62,7697783
VIAB,Viacom Inc. @ NASDAQ,05/25/2012,45.25,45.62,44.87,45.25,3367342
VIAB,Viacom Inc. @ NASDAQ,05/29/2012,45.41,46.7,45.41,46.07,18912200
VIAB,Viacom Inc. @ NASDAQ,05/30/2012,45.82,45.82,44.78,45.1,4434253
VIAB,Viacom Inc. @ NASDAQ,05/31/2012,45.16,45.43,44.39,44.99,5588936
VIAB,Viacom Inc. @ NASDAQ,06/01/2012,44.46,44.55,43.57,43.61,5635368
VIAB,Viacom Inc. @ NASDAQ,06/04/2012,43.76,43.8,42.82,43.13,4684477
VIAB,Viacom Inc. @ NASDAQ,06/05/2012,43.09,43.16,42.72,43.03,3917200
VIAB,Viacom Inc. @ NASDAQ,06/06/2012,43.34,44.35,43.13,43.99,5123400
VIAB,Viacom Inc. @ NASDAQ,06/07/2012,44.55,45.2,44.49,44.66,4177400
VIAB,Viacom Inc. @ NASDAQ,06/08/2012,44.43,45.04,44.21,44.91,2481000
VIAB,Viacom Inc. @ NASDAQ,06/11/2012,45.32,45.51,44.27,44.35,2690400
VIAB,Viacom Inc. @ NASDAQ,06/12/2012,44.59,45.16,44.37,45.08,4463000
VIAB,Viacom Inc. @ NASDAQ,06/13/2012,44.8,45.15,43.54,43.76,5816400
VIAB,Viacom Inc. @ NASDAQ,06/14/2012,43.93,44.73,43.77,44.34,3765000
VIAB,Viacom Inc. @ NASDAQ,06/15/2012,44.6,45.24,44.11,45.19,6810664
VIAB,Viacom Inc. @ NASDAQ,06/18/2012,44.98,45.26,44.64,45,1990257
VIAB,Viacom Inc. @ NASDAQ,06/19/2012,45.14,45.71,44.82,45.39,2585141
VIAB,Viacom Inc. @ NASDAQ,06/20/2012,45.61,46.12,45.27,45.89,4343000
VIAB,Viacom Inc. @ NASDAQ,06/21/2012,46.07,46.24,44.93,44.99,4596709
VIAB,Viacom Inc. @ NASDAQ,06/22/2012,44.99,45.26,44.65,44.88,4026322
VIAB,Viacom Inc. @ NASDAQ,06/25/2012,44.44,44.49,43.73,43.89,3521000
VIAB,Viacom Inc. @ NASDAQ,06/26/2012,43.98,44.4,43.23,43.77,3255660
VIAB,Viacom Inc. @ NASDAQ,06/27/2012,44.04,44.65,43.81,44.5,3598315
VIAB,Viacom Inc. @ NASDAQ,06/28/2012,44.39,44.4,43.5,44.19,2927465
VIAB,Viacom Inc. @ NASDAQ,06/29/2012,45.13,45.21,44.38,44.58,4575487
VIAB,Viacom Inc. @ NASDAQ,07/02/2012,44.97,45.33,44.61,45.31,2745865
VIAB,Viacom Inc. @ NASDAQ,07/03/2012,45.22,46.1,45.17,46.08,2060200
VIAB,Viacom Inc. @ NASDAQ,07/05/2012,45.78,45.96,45.19,45.27,4827681
VIAB,Viacom Inc. @ NASDAQ,07/06/2012,45.15,45.37,44.83,45.19,2492261
VIAB,Viacom Inc. @ NASDAQ,07/09/2012,45.25,45.37,44.83,45.14,2293960
VIAB,Viacom Inc. @ NASDAQ,07/10/2012,44.37,44.86,43.97,44.43,5023506
VIAB,Viacom Inc. @ NASDAQ,07/11/2012,44.32,44.86,43.91,44.3,3771931
VIAB,Viacom Inc. @ NASDAQ,07/12/2012,43.92,44.08,43.5,43.88,2804400
VIAB,Viacom Inc. @ NASDAQ,07/13/2012,43.87,45.07,43.8,44.85,2632925
VIAB,Viacom Inc. @ NASDAQ,07/16/2012,44.83,45.03,44.37,44.55,2316800
VIAB,Viacom Inc. @ NASDAQ,07/17/2012,44.34,45.05,44.16,44.52,3812876
VIAB,Viacom Inc. @ NASDAQ,07/18/2012,43.73,45.46,43.73,45.15,4267600
VIAB,Viacom Inc. @ NASDAQ,07/19/2012,45.11,45.18,44.1,44.23,4608555
VIAB,Viacom Inc. @ NASDAQ,07/20/2012,44.61,45.1,43.95,44,5050913
VIAB,Viacom Inc. @ NASDAQ,07/23/2012,43.47,43.47,42.72,43.23,4164138
VIAB,Viacom Inc. @ NASDAQ,07/24/2012,43.32,43.32,42.64,42.93,3275167
VIAB,Viacom Inc. @ NASDAQ,07/25/2012,42.76,43.19,42.65,42.93,4047200
VIAB,Viacom Inc. @ NASDAQ,07/26/2012,43.61,44,43.44,43.65,3447800
VIAB,Viacom Inc. @ NASDAQ,07/27/2012,44.25,44.45,43.7,44.34,4582800
VIAB,Viacom Inc. @ NASDAQ,07/30/2012,44.46,44.51,44.11,44.28,2147606
VIAB,Viacom Inc. @ NASDAQ,07/31/2012,43.99,44.5,43.69,44.28,3065550
VIAB,Viacom Inc. @ NASDAQ,08/01/2012,44.64,44.99,43.81,43.83,3412017
VIAB,Viacom Inc. @ NASDAQ,08/02/2012,43.71,44.07,43.18,43.45,5261473
VIAB,Viacom Inc. @ NASDAQ,08/03/2012,42.53,45.13,42.52,44.75,12472200
VIAB,Viacom Inc. @ NASDAQ,08/06/2012,44.54,46.39,43.91,46.28,7790257
VIAB,Viacom Inc. @ NASDAQ,08/07/2012,46.24,47.05,46.24,46.54,5794633
VIAB,Viacom Inc. @ NASDAQ,08/08/2012,46.45,46.79,46.18,46.55,4692462
VIAB,Viacom Inc. @ NASDAQ,08/09/2012,46.65,47.45,46.55,47.2,5147028
VIAB,Viacom Inc. @ NASDAQ,08/10/2012,46.69,47.05,46.55,46.87,3114200
VIAB,Viacom Inc. @ NASDAQ,08/13/2012,46.61,46.83,46.33,46.78,2073517
VIAB,Viacom Inc. @ NASDAQ,08/14/2012,47.09,47.34,46.58,46.72,4512114
VIAB,Viacom Inc. @ NASDAQ,08/15/2012,46.77,47.14,46.55,47.06,2072000
VIAB,Viacom Inc. @ NASDAQ,08/16/2012,47.11,47.6,47.07,47.35,3217712
VIAB,Viacom Inc. @ NASDAQ,08/17/2012,47.74,48.89,47.35,48.37,5711797
VIAB,Viacom Inc. @ NASDAQ,08/20/2012,48.2,48.42,48.07,48.37,3807169
VIAB,Viacom Inc. @ NASDAQ,08/21/2012,48.25,48.66,47.9,47.99,3991618
VIAB,Viacom Inc. @ NASDAQ,08/22/2012,47.86,48.12,47.6,47.97,2430473
VIAB,Viacom Inc. @ NASDAQ,08/23/2012,47.77,48,47.51,47.57,2212818
VIAB,Viacom Inc. @ NASDAQ,08/24/2012,47.51,48.11,47.24,47.98,2550082
VIAB,Viacom Inc. @ NASDAQ,08/27/2012,48.01,48.02,47.6,47.67,1802869
VIAB,Viacom Inc. @ NASDAQ,08/28/2012,47.56,47.86,47.45,47.65,2379003
VIAB,Viacom Inc. @ NASDAQ,08/29/2012,46.72,47.73,46.72,47.72,3909200
VIAB,Viacom Inc. @ NASDAQ,08/30/2012,47.6,47.69,47.23,47.32,3849000
VIAB,Viacom Inc. @ NASDAQ,08/31/2012,47.68,47.93,47.27,47.41,2777200
VIAB,Viacom Inc. @ NASDAQ,09/04/2012,47.28,47.69,46.69,46.8,3531278
VIAB,Viacom Inc. @ NASDAQ,09/05/2012,46.74,47.2,46.39,46.44,4859400
VIAB,Viacom Inc. @ NASDAQ,09/06/2012,46.99,47.52,46.63,47.24,5537080
VIAB,Viacom Inc. @ NASDAQ,09/07/2012,47.56,48.28,47.33,48.22,4242391
VIAB,Viacom Inc. @ NASDAQ,09/10/2012,48.27,48.31,47.92,48.12,3652906
VIAB,Viacom Inc. @ NASDAQ,09/11/2012,48.06,48.63,47.69,48.27,3496520
