1332226800,AMZN,Buy,194.61
1390377600,GD,Buy,98.25
1390464001,GD,Stop-Sell,92.69
1390550402,GD,Tightened-Stop-Sell,95.32
1390982402,GD,Tightened-Stop-Sell,96.00
1391155202,GD,Tightened-Stop-Sell,96.20
1369378800,VRX,Buy,87.70
1379574000,VRX,Buy,107.18
1392710400,VRX,Buy,147.40
1392796801,VRX,Stop-Sell,140.01
1393228802,VRX,Tightened-Stop-Sell,145.23
1332313200,ACT,Buy,64.66
1332399601,ACT,Stop-Sell,57.51
1332918002,ACT,Tightened-Stop-Sell,65.50
1389168000,ACT,Buy,177.99
1389254401,ACT,Stop-Sell,169.08
1389340802,ACT,Stop-Sell,182.14
1413183600,ACT,Sell,221.35
1413270001,ACT,Stop-Buy,237.70
1413529202,ACT,Tightened-Stop-Buy,225.35
1416297600,ACT,Buy,269.86
1416384001,ACT,Stop-Sell,248.61
1416384002,ACT,Tightened-Stop-Sell,265.42
1334559600,GOOGL,Sell,300.63
1340089200,CF,Buy,173.23
1340175601,CF,Stop-Sell,164.28
1340175602,CF,Tightened-Stop-Sell,171.15
1375081200,CF,Buy,195.68
1375167601,CF,Stop-Sell,172.88
1375167602,CF,Tightened-Stop-Sell,189.14
1397199600,CF,Sell,231.20
1397458801,CF,Stop-Buy,239.23
1397458802,CF,Stop-Buy,230.66
1346914800,URI,Buy,37.69
1347001201,URI,Stop-Sell,33.83
1347433202,URI,Tightened-Stop-Sell,35.58
1396854000,URI,Sell,84.81
1354694400,CP,Buy,96.19
1354780801,CP,Stop-Sell,91.44
1355126402,CP,Stop-Sell,98.72
1370415600,CP,Sell,118.99
1370502001,CP,Stop-Buy,123.72
1370502002,CP,Stop-Buy,121.40
1357113600,WHR,Buy,102.65
1357200001,WHR,Stop-Sell,98.14
1357286402,WHR,Tightened-Stop-Sell,100.79
1390550400,WHR,Sell,141.44
1390809601,WHR,Stop-Buy,147.40
1391587202,WHR,Tightened-Stop-Buy,127.42
1414738800,FLT,Buy,152.24
1418371200,FLT,Sell,137.41
1418630401,FLT,Stop-Buy,142.31
