Period,# of trades,winning trades,Simulated PorL,PorL,Best_of_PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
11/16/2009--11/11/2010,6,5,34978.06,39349.44,39354.34,83.3333333333,6,5,83.3333333333,0,0,
10/17/2009--10/12/2010,4,3,28382.5,30978.43,30978.43,75,4,3,75,0,0,
02/14/2010--02/09/2011,6,6,1867.92,28288.32,28310.37,100,6,6,100,0,0,
03/16/2010--03/11/2011,6,6,1867.89,24035.32,24927.19,100,6,6,100,0,0,
08/18/2009--08/13/2010,3,2,13692.4,12762.69,13692.4,66.6666666667,3,2,66.6666666667,0,0,
07/19/2009--07/14/2010,3,2,12931.95,11825.18,12931.95,66.6666666667,3,2,66.6666666667,0,0,
12/11/2010--12/06/2011,4,4,1707.79,11548.73,12271.91,100,3,3,100,1,1,100
04/20/2009--04/15/2010,3,2,11406.9,10402.8,11406.9,66.6666666667,3,2,66.6666666667,0,0,
06/03/2012--05/29/2013,7,5,427.82,9281.82,9381.78,71.4285714286,3,2,66.6666666667,4,3,75
09/12/2010--09/07/2011,6,6,1501.68,1875.65,6321.37,100,6,6,100,0,0,
07/03/2012--06/28/2013,6,4,259.38,5997,6107.74,66.6666666667,2,1,50,4,3,75
03/05/2012--02/28/2013,6,5,622.12,5895.23,5995.19,83.3333333333,2,2,100,4,3,75
10/01/2012--09/26/2013,4,2,223.56,5360.4,5892.4,50,3,1,33.3333333333,1,1,100
10/12/2010--10/07/2011,6,6,1402.69,-1203.32,5112.78,100,5,5,100,1,1,100
09/01/2012--08/27/2013,6,3,-38.43,4856.04,4965.8,50,3,1,33.3333333333,3,2,66.6666666667
04/29/2013--04/24/2014,5,4,1693.43,4656.12,4869.82,80,4,3,75,1,1,100
03/21/2009--03/16/2010,3,2,4235.7,3231.6,4235.7,66.6666666667,3,2,66.6666666667,0,0,
01/29/2013--01/24/2014,6,4,1312.97,4215.02,4230.98,66.6666666667,5,3,60,1,1,100
02/04/2012--01/29/2013,6,5,626.32,4107.98,4206.96,83.3333333333,2,2,100,4,3,75
03/30/2013--03/25/2014,6,4,1305.9,3514.81,3797.18,66.6666666667,5,3,60,1,1,100
05/15/2010--05/10/2011,5,5,1447.68,1363.04,3649.94,100,5,5,100,0,0,
12/06/2011--11/30/2012,6,5,475.64,3444.65,3545.59,83.3333333333,2,2,100,4,3,75
08/08/2011--08/02/2012,4,4,758.22,3439.23,3439.23,100,2,2,100,2,2,100
06/14/2010--06/09/2011,5,5,1447.58,140.03,3300.44,100,5,5,100,0,0,
07/09/2011--07/03/2012,3,3,583.83,2608.54,2608.54,100,2,2,100,1,1,100
09/07/2011--09/01/2012,3,3,547.47,2591.81,2591.81,100,1,1,100,2,2,100
02/09/2011--02/04/2012,3,3,753.36,2307.48,2489.48,100,2,2,100,1,1,100
03/11/2011--03/05/2012,3,3,753.36,2307,2489,100,2,2,100,1,1,100
04/10/2011--04/04/2012,3,3,753.36,2307,2489,100,2,2,100,1,1,100
05/10/2011--05/04/2012,3,3,753.36,2307,2489,100,2,2,100,1,1,100
06/09/2011--06/03/2012,3,3,751.78,2224.03,2406.03,100,2,2,100,1,1,100
11/06/2011--10/31/2012,4,3,116.78,2002.04,2102.98,75,1,1,100,3,2,66.6666666667
10/07/2011--10/01/2012,2,2,358.34,1965.81,1965.81,100,1,1,100,1,1,100
01/01/2007--12/27/2007,1,1,205.48,1709.46,1709.46,100,1,1,100,0,0,
07/28/2013--07/23/2014,10,8,1219.06,1304.1,1629.7,80,7,6,85.7142857143,3,2,66.6666666667
08/27/2013--08/22/2014,10,8,1234.99,906.86,1623.2,80,6,6,100,4,2,50
09/26/2013--09/21/2014,10,8,1234.08,1037.73,1622.68,80,6,6,100,4,2,50
11/25/2013--11/20/2014,8,7,1148.74,811.94,1492.06,87.5,4,4,100,4,3,75
10/26/2013--10/21/2014,9,7,1048.34,1047.45,1436.94,77.7777777778,5,5,100,4,2,50
04/04/2012--03/30/2013,4,3,83.46,1040.71,1140.67,75,0,0,4,3,75,
01/05/2012--12/30/2012,4,3,86.05,1041.62,1140.6,75,0,0,4,3,75,
01/10/2011--01/05/2012,2,2,566.64,890.3,1072.3,100,1,1,100,1,1,100
06/28/2013--06/23/2014,7,5,679.45,735.26,994.56,71.4285714286,4,3,75,3,2,66.6666666667
05/04/2012--04/29/2013,5,3,-109.32,847.93,947.89,60,1,0,0,4,3,75
12/25/2013--12/20/2014,7,5,693.14,390.66,764.75,71.4285714286,3,2,66.6666666667,4,3,75
09/22/2008--09/17/2009,1,1,196.26,595.98,595.98,100,1,1,100,0,0,
05/29/2013--05/24/2014,5,4,350.42,231.68,447.66,80,3,2,66.6666666667,2,2,100
08/02/2012--07/28/2013,4,2,-305.92,328.08,437.84,50,1,0,0,3,2,66.6666666667
08/23/2008--08/18/2009,1,1,196.26,437.58,437.58,100,1,1,100,0,0,
11/11/2010--11/06/2011,3,3,237.43,-106.68,345.96,100,2,2,100,1,1,100
08/13/2010--08/08/2011,3,3,257.64,-112.74,267.78,100,3,3,100,0,0,
07/14/2010--07/09/2011,2,2,203.54,-140.84,213.68,100,2,2,100,0,0,
04/01/2007--03/26/2008,1,1,205.11,-772.01,205.11,100,1,1,100,0,0,
05/01/2007--04/25/2008,1,1,204.73,-753.17,204.73,100,1,1,100,0,0,
05/31/2007--05/25/2008,1,1,204.73,-753.17,204.73,100,1,1,100,0,0,
06/30/2007--06/24/2008,1,1,204.73,-753.17,204.73,100,1,1,100,0,0,
07/30/2007--07/24/2008,1,1,204.73,-753.17,204.73,100,1,1,100,0,0,
08/29/2007--08/23/2008,1,1,204.33,-732.97,204.33,100,1,1,100,0,0,
10/22/2008--10/17/2009,1,1,196.26,-807.84,196.26,100,1,1,100,0,0,
11/21/2008--11/16/2009,1,1,196.26,-807.84,196.26,100,1,1,100,0,0,
12/21/2008--12/16/2009,1,1,196.26,-807.84,196.26,100,1,1,100,0,0,
10/31/2012--10/26/2013,2,0,-322.86,174.56,174.56,0,2,0,0,0,0,
02/19/2009--02/14/2010,2,1,98.98,-905.12,98.98,50,2,1,50,0,0,
05/20/2009--05/15/2010,2,1,98.98,-905.12,98.98,50,2,1,50,0,0,
06/19/2009--06/14/2010,2,1,98.98,-905.12,98.98,50,2,1,50,0,0,
04/15/2010--04/10/2011,1,1,36.9,14.85,36.9,100,1,1,100,0,0,
01/20/2009--01/15/2010,2,1,-66.02,-1070.12,-66.02,50,2,1,50,0,0,
12/16/2009--12/11/2010,2,1,-91.64,-96.54,-91.64,50,2,1,50,0,0,
