Period,# of trades,winning trades,Simulated PorL,PorL,Best_of_PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
06/19/2009--06/14/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07/19/2009--07/14/2010,2.0,2.0,918.87,10565.78,12207.29,100.0,2.0,2.0,100.0,0.0,0.0
08/18/2009--08/13/2010,2.0,2.0,918.87,11491.94,12958.660000000002,100.0,2.0,2.0,100.0,0.0,0.0
09/17/2009--09/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/17/2009--10/12/2010,3.0,3.0,934.52,29427.8,29427.8,100.0,3.0,3.0,100.0,0.0,0.0
11/16/2009--11/11/2010,3.0,3.0,934.52,37432.7,37432.7,100.0,3.0,3.0,100.0,0.0,0.0
12/16/2009--12/11/2010,1.0,1.0,15.65,93.96,93.96,100.0,1.0,1.0,100.0,0.0,0.0
01/15/2010--01/10/2011,1.0,1.0,52.17,313.2,313.2,100.0,1.0,1.0,100.0,0.0,0.0
02/14/2010--02/09/2011,2.0,2.0,761.74,23159.600000000002,23159.600000000002,100.0,2.0,2.0,100.0,0.0,0.0
03/16/2010--03/11/2011,2.0,2.0,761.74,20576.280000000002,20576.280000000002,100.0,2.0,2.0,100.0,0.0,0.0
04/15/2010--04/10/2011,1.0,1.0,52.17,313.2,313.2,100.0,1.0,1.0,100.0,0.0,0.0
05/15/2010--05/10/2011,1.0,1.0,187.83,1127.52,1127.52,100.0,1.0,1.0,100.0,0.0,0.0
06/14/2010--06/09/2011,1.0,1.0,187.83,1127.52,1127.52,100.0,1.0,1.0,100.0,0.0,0.0
07/14/2010--07/09/2011,1.0,1.0,187.83,1127.52,1127.52,100.0,1.0,1.0,100.0,0.0,0.0
08/13/2010--08/08/2011,2.0,2.0,898.39,6995.620000000001,6995.620000000001,100.0,2.0,2.0,100.0,0.0,0.0
09/12/2010--09/07/2011,2.0,2.0,898.39,6995.620000000001,6995.620000000001,100.0,2.0,2.0,100.0,0.0,0.0
10/12/2010--10/07/2011,1.0,1.0,703.52,5810.0,5810.0,100.0,1.0,1.0,100.0,0.0,0.0
11/11/2010--11/06/2011,1.0,1.0,703.52,5810.0,5810.0,100.0,1.0,1.0,100.0,0.0,0.0
12/11/2010--12/06/2011,1.0,1.0,703.52,5810.0,5810.0,100.0,1.0,1.0,100.0,0.0,0.0
01/10/2011--01/05/2012,1.0,1.0,703.52,5810.0,5810.0,100.0,1.0,1.0,100.0,0.0,0.0
02/09/2011--02/04/2012,2.0,2.0,817.41,6073.32,6073.32,100.0,2.0,2.0,100.0,0.0,0.0
03/11/2011--03/05/2012,2.0,2.0,817.41,6073.32,6073.32,100.0,2.0,2.0,100.0,0.0,0.0
04/10/2011--04/04/2012,3.0,3.0,1567.08,8290.06,8290.06,100.0,3.0,3.0,100.0,0.0,0.0
05/10/2011--05/04/2012,3.0,3.0,1567.08,2523.12,6822.99,100.0,3.0,3.0,100.0,0.0,0.0
06/09/2011--06/03/2012,2.0,2.0,817.41,6073.32,6073.32,100.0,2.0,2.0,100.0,0.0,0.0
07/09/2011--07/03/2012,2.0,2.0,813.67,-1052.07,954.0799999999999,100.0,2.0,2.0,100.0,0.0,0.0
08/08/2011--08/02/2012,2.0,2.0,813.67,-136.67000000000002,954.0799999999999,100.0,2.0,2.0,100.0,0.0,0.0
09/07/2011--09/01/2012,1.0,1.0,107.02,247.43,247.43,100.0,1.0,1.0,100.0,0.0,0.0
10/07/2011--10/01/2012,1.0,1.0,107.02,247.43,247.43,100.0,1.0,1.0,100.0,0.0,0.0
11/06/2011--10/31/2012,1.0,1.0,107.02,247.43,247.43,100.0,1.0,1.0,100.0,0.0,0.0
12/06/2011--11/30/2012,2.0,2.0,807.34,-1357.98,947.75,100.0,2.0,2.0,100.0,0.0,0.0
01/05/2012--12/30/2012,1.0,1.0,107.02,247.43,247.43,100.0,1.0,1.0,100.0,0.0,0.0
02/04/2012--01/29/2013,1.0,1.0,700.32,-16358.76,700.32,100.0,1.0,1.0,100.0,0.0,0.0
03/05/2012--02/28/2013,1.0,1.0,696.38,-17631.7,696.38,100.0,1.0,1.0,100.0,0.0,0.0
04/04/2012--03/30/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05/04/2012--04/29/2013,1.0,1.0,101.87,125.4,125.4,100.0,1.0,1.0,100.0,0.0,0.0
06/03/2012--05/29/2013,2.0,2.0,293.45000000000005,404.79999999999995,404.79999999999995,100.0,2.0,2.0,100.0,0.0,0.0
07/03/2012--06/28/2013,2.0,2.0,293.01,320.0,320.0,100.0,2.0,2.0,100.0,0.0,0.0
08/02/2012--07/28/2013,2.0,2.0,293.01,320.0,320.0,100.0,2.0,2.0,100.0,0.0,0.0
09/01/2012--08/27/2013,2.0,2.0,293.01,320.0,320.0,100.0,2.0,2.0,100.0,0.0,0.0
10/01/2012--09/26/2013,2.0,2.0,292.63,319.53,319.53,100.0,2.0,2.0,100.0,0.0,0.0
10/31/2012--10/26/2013,2.0,2.0,292.63,319.53,319.53,100.0,2.0,2.0,100.0,0.0,0.0
11/30/2012--11/25/2013,2.0,2.0,292.63,319.53,319.53,100.0,2.0,2.0,100.0,0.0,0.0
12/30/2012--12/25/2013,3.0,3.0,478.69,1116.1,1116.1,100.0,3.0,3.0,100.0,0.0,0.0
01/29/2013--01/24/2014,4.0,3.0,-450.57,186.83999999999992,186.83999999999992,75.0,4.0,3.0,75.0,0.0,0.0
02/28/2013--02/23/2014,3.0,3.0,478.69,1116.1,1116.1,100.0,3.0,3.0,100.0,0.0,0.0
03/30/2013--03/25/2014,4.0,3.0,-1340.02,-702.69,-702.69,75.0,4.0,3.0,75.0,0.0,0.0
04/29/2013--04/24/2014,4.0,4.0,1082.68,1580.04,1585.59,100.0,3.0,3.0,100.0,1.0,1.0,100.0
05/29/2013--05/24/2014,2.0,2.0,131.12,850.43,850.43,100.0,1.0,1.0,100.0,1.0,1.0,100.0
06/28/2013--06/23/2014,4.0,3.0,-23.470000000000013,450.98,1302.04,75.0,2.0,1.0,50.0,2.0,2.0,100.0
07/28/2013--07/23/2014,4.0,3.0,-23.470000000000013,450.98,1302.04,75.0,2.0,1.0,50.0,2.0,2.0,100.0
08/27/2013--08/22/2014,5.0,4.0,86.7,746.13,1561.63,80.0,3.0,2.0,66.66666666666666,2.0,2.0,100.0
09/26/2013--09/21/2014,3.0,2.0,-102.54999999999998,1266.26,1266.26,66.66666666666666,2.0,1.0,50.0,1.0,1.0,100.0
10/26/2013--10/21/2014,4.0,3.0,-34.62000000000002,451.75,1441.75,75.0,2.0,1.0,50.0,2.0,2.0,100.0
11/25/2013--11/20/2014,5.0,4.0,60.87999999999998,1331.8600000000001,2368.39,80.0,3.0,2.0,66.66666666666666,2.0,2.0,100.0
12/25/2013--12/20/2014,4.0,4.0,380.99,1222.4499999999998,2258.98,100.0,2.0,2.0,100.0,2.0,2.0,100.0
