1191801600,AAPL,Buy,22.74,0
1191888001,AAPL,Stop-Sell,22.32,-1
1191888002,AAPL,Tightened-Stop-Sell,22.64,-1
1325030401,AAPL,Stop-Sell,54.68,-1
1324944000,AAPL,Buy,55.19,0
1253145601,AAPL,Stop-Sell,24.25,-1
1253145602,AAPL,Stop-Sell,24.55,-1
1270512002,AAPL,Stop-Sell,32.14,-1
1283904000,AAPL,Buy,35.69,1
1270598402,AAPL,Stop-Sell,32.34,-1
1334534400,AAPL,Sell,78.2,0
1325030402,AAPL,Tightened-Stop-Sell,54.38,-1
1270425600,AAPL,Buy,32.29,3
1253232002,AAPL,Stop-Sell,24.96,-1
1334620801,AAPL,Stop-Buy,79.83,-1
1283990401,AAPL,Stop-Sell,35.28,-1
1309824001,AAPL,Stop-Sell,45.94,-1
1237248000,AAPL,Buy,13.51,7
1261958401,AAPL,Stop-Sell,27.91,-1
1270512001,AAPL,Stop-Sell,31.95,-1
1237334402,AAPL,Stop-Sell,13.45,-1
1334620802,AAPL,Stop-Buy,82.56,-1
1253059200,AAPL,Buy,24.75,3
1283990402,AAPL,Stop-Sell,35.5,-1
1309824002,AAPL,Stop-Sell,46.32,-1
1237420802,AAPL,Tightened-Stop-Sell,13.68,-1
1261958402,AAPL,Stop-Sell,28.54,-1
1309910402,AAPL,Stop-Sell,47.12,-1
1237334401,AAPL,Stop-Sell,13.08,-1
1309478400,AAPL,Buy,46.49,1
1309996802,AAPL,Tightened-Stop-Sell,47.89,-1
1261612800,AAPL,Buy,28.35,0
