1305504000,GOOGL,Sell,258.1,6
1305590401,GOOGL,Stop-Buy,260.52,-1
1305590402,GOOGL,Stop-Buy,265.54,-1
1418342400,GOOGL,Sell,521.26,22
1418601601,GOOGL,Stop-Buy,524.48,-1
1343606401,GOOGL,Stop-Sell,314.8,-1
1387497600,GOOGL,Buy,550.69,3
1387756801,GOOGL,Stop-Sell,548.26,-1
1305676802,GOOGL,Stop-Buy,265.22,-1
1412640000,GOOGL,Sell,573.9,23
1412726402,GOOGL,Tightened-Stop-Buy,584.37,-1
1343606402,GOOGL,Stop-Sell,315.84,-1
1387756802,GOOGL,Stop-Sell,278.21,-1
1343347200,GOOGL,Buy,317.6,3
1413158402,GOOGL,Tightened-Stop-Buy,555.75,-1
1412726401,GOOGL,Stop-Buy,577.7,-1
1387843202,GOOGL,Stop-Sell,555.61,-1
1418774402,GOOGL,Tightened-Stop-Buy,507.07,-1
